COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS01323-5;Vão entre T09 e T10;;ESTR05457-7;-19.4372956469;-42.5536409178;253.845;242.815;ESTRUTURA 09;ESTR05458-5;-19.4385960462;-42.5559948355;255.617;244.587;9;ESTRUTURA 10;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;36;36;-19.4379458465;-42.5548178766;0;286.171554864;2.351740022;0.78030177;254.048;243.018;2387745;1;
VLTS01314-4;Vão entre Pórtico inicial e T01C;;PORT00020-8;-19.4175278985;-42.5480685451;307.4809875;296.4109875;Pórtico Mesquita;ESTR05449-4;-19.4179699334;-42.5479044402;296.8099976;285.7399976;0;ESTRUTURA 01C;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;30;30;-19.417748916;-42.5479864927;0;51.9004353065;25.90344409;22.46609993;307.2600098;296.1900098;2387746;1;
VLTS01315-1;Vão entre T01C e T02;;ESTR05449-4;-19.4179699334;-42.5479044402;296.8099976;285.7399976;ESTRUTURA 01C;ESTR05450-2;-19.4222898121;-42.5463116573;367.8280029;356.7680029;1;ESTRUTURA 02;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;30;30;-19.4201298728;-42.5471080488;0;506.825898353;20.2414715;20.01791818;282.4089966;271.3489966;2387747;1;
VLTS01316-9;Vão entre T02 e T03;;ESTR05450-2;-19.4222898121;-42.5463116573;367.8280029;356.7680029;ESTRUTURA 02;ESTR05451-0;-19.4240367115;-42.5458545058;366.1430054;355.0830054;2;ESTRUTURA 03;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;30;30;-19.4231632618;-42.5460830815;0;199.331663388;6.095870957;4.752376909;374.2430115;363.1830115;2387748;1;
VLTS01317-7;Vão entre T03 e T04;;ESTR05451-0;-19.4240367115;-42.5458545058;366.1430054;355.0830054;ESTRUTURA 03;ESTR05452-8;-19.428913058;-42.5449308254;294.0880127;283.0380127;3;ESTRUTURA 04;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;30;30;-19.4264748848;-42.5453926656;0;548.676071613;18.2812826;17.98656683;273.8699951;262.8199951;2387749;1;
VLTS01318-5;Vão entre T04 e T05;;ESTR05452-8;-19.428913058;-42.5449308254;294.0880127;283.0380127;ESTRUTURA 04;ESTR05453-6;-19.4316134833;-42.5434085675;267.2049866;256.1649866;4;ESTRUTURA 05;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;30;30;-19.4302632707;-42.5441696965;0;339.135416536;10.35397114;10.03551824;261.7269897;250.6769897;2387750;1;
VLTS01319-3;Vão entre T05 e T06;;ESTR05453-6;-19.4316134833;-42.5434085675;267.2049866;256.1649866;ESTRUTURA 05;ESTR05454-4;-19.4321223171;-42.5434603024;267.401001;256.361001;5;ESTRUTURA 06;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;30;30;-19.4318679002;-42.5434344349;0;56.6118398394;3.465662136;1.369014708;267.4140015;256.3740015;2387751;1;
VLTS01320-1;Vão entre T06 e T07;;ESTR05454-4;-19.4321223171;-42.5434603024;267.362;256.322;ESTRUTURA 06;ESTR05455-1;-19.4339870243;-42.547127749;361.893;350.853;6;ESTRUTURA 07;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;36;36;-19.4330546707;-42.5452940257;0;437.154845154;23.06620253;22.36347179;292.404;281.364;2387752;1;
VLTS01321-9;Vão entre T07 e T08;;ESTR05455-1;-19.4339870243;-42.547127749;361.893;350.853;ESTRUTURA 07;ESTR05456-9;-19.4356783612;-42.5504605836;257.764;246.724;7;ESTRUTURA 08;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;36;36;-19.4348326927;-42.5487941663;0;397.096011923;27.07204579;26.91163284;277.016;265.976;2387753;1;
VLTS01322-7;Vão entre T08 e T09;;ESTR05456-9;-19.4356783612;-42.5504605836;257.764;246.724;ESTRUTURA 08;ESTR05457-7;-19.4372956469;-42.5536409178;253.845;242.815;8;ESTRUTURA 09;MT-L-30399;LT1 Ipatinga 1 - Mesquita 230 kV;36;36;-19.436487004;-42.5520507507;0;379.096880552;2.434205423;2.356920691;254.626;243.596;2387754;1;
