COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS03564-2;Vão entre Pórtico inicial e T049;;PORT00087-7;-19.7038815334;-43.047176717;683.862976074;674.452976074;Pórtico Nova Era 2;ESTR02397-8;-19.7039349547;-43.0455057365;702.156982422;692.746982422;0;ESTRUTURA 049;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7039082441;-43.0463412267;0;175.30840163;15.25140823;17.88645153;693.009979248;683.599979248;2386954;1;
VLTS03565-9;Vão entre T049 e T050;;ESTR02397-8;-19.7039349547;-43.0455057365;702.156982422;692.736982422;ESTRUTURA 049;ESTR02398-6;-19.7041528123;-43.0383248032;674.343994141;664.923994141;1;ESTRUTURA 050;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7040438835;-43.0419152698;0;753.335259264;14.36837035;8.898310128;688.250488281;678.820488281;2386955;1;
VLTS03566-7;Vão entre T050 e T051;;ESTR02398-6;-19.7041528123;-43.0383248032;674.343994141;664.903994141;ESTRUTURA 050;ESTR02399-4;-19.7042662702;-43.0346328734;719.890991211;710.450991211;2;ESTRUTURA 051;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7042095413;-43.0364788383;0;387.317797776;18.60745889;11.97244176;697.117492676;687.667492676;2386956;1;
VLTS03567-5;Vão entre T051 e T052;;ESTR02399-4;-19.7042662702;-43.0346328734;719.890991211;710.440991211;ESTRUTURA 051;ESTR02400-0;-19.704398456;-43.0302209543;770.530029297;761.080029297;3;ESTRUTURA 052;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7043323631;-43.0324269138;0;462.839970755;19.46353074;20.89719593;745.210510254;735.750510254;2386957;1;
VLTS03568-3;Vão entre T052 e T053;;ESTR02400-0;-19.704398456;-43.0302209543;770.530029297;761.060029297;ESTRUTURA 052;ESTR02401-8;-19.7044674221;-43.027910351;804.062011719;794.592011719;4;ESTRUTURA 053;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.704432939;-43.0290656527;0;242.397187483;20.27127481;24.19436235;787.296020508;777.826020508;2386958;1;
VLTS03569-1;Vão entre T053 e T054;;ESTR02401-8;-19.7044674221;-43.027910351;804.062011719;794.582011719;ESTRUTURA 053;ESTR02402-6;-19.7046233687;-43.0228427528;830.929016113;821.449016113;5;ESTRUTURA 054;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7045453954;-43.0253765519;0;531.641029132;22.67507461;22.702399;817.495513916;808.005513916;2386959;1;
VLTS03570-9;Vão entre T054 e T055;;ESTR02402-6;-19.7046233687;-43.0228427528;830.929016113;821.429016113;ESTRUTURA 054;ESTR02403-4;-19.7039170941;-43.0197019514;788.513977051;779.013977051;6;ESTRUTURA 055;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7042702314;-43.0212723521;0;338.484540866;18.09477025;17.63245128;809.721496582;800.221496582;2386960;1;
VLTS03571-7;Vão entre T055 e T056;;ESTR02403-4;-19.7039170941;-43.0197019514;788.513977051;779.003977051;ESTRUTURA 055;ESTR02404-2;-19.7016047357;-43.0094217328;745.635986328;736.125986328;7;ESTRUTURA 056;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7027609149;-43.0145618421;0;1107.93053018;22.33786264;24.54259981;767.074981689;757.544981689;2386961;1;
VLTS03572-5;Vão entre T056 e T057;;ESTR02404-2;-19.7016047357;-43.0094217328;745.635986328;736.075986328;ESTRUTURA 056;ESTR02405-9;-19.7008081234;-43.0059030106;788.448974609;778.888974609;8;ESTRUTURA 057;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.7012064296;-43.0076623717;0;379.360117699;20.82058612;10.1577732;767.042480469;757.472480469;2386962;1;
VLTS03573-3;Vão entre T057 e T058;;ESTR02405-9;-19.7008081234;-43.0059030106;788.448974609;778.878974609;ESTRUTURA 057;ESTR02406-7;-19.6991166854;-42.9983935571;720.030029297;710.460029297;9;ESTRUTURA 058;MT-L-30149;LT Guilman Amorim - Nova Era 2 230 kV;19;19;-19.6999624044;-43.0021482839;0;809.394751901;18.81739406;17.26283227;754.239501953;744.649501953;2386963;1;
