COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS11309-2;Vão entre Pórtico inicial e T459B;;PORT00011-7;-19.1347623328;-47.7011300207;750.776;741.426;Pórtico Nova Ponte;ESTR01892-9;-19.1352241117;-47.7022033445;744.316;734.966;0;ESTRUTURA 459B;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;27.5;27.5;-19.1349932223;-47.7016666826;0;124.025765065;10.67358866;8.939271606;744.271;734.921;2395018;1;
VLTS11310-0;Vão entre T459B e T460B;;ESTR01892-9;-19.1352241117;-47.7022033445;744.316;734.966;ESTRUTURA 459B;ESTR01893-7;-19.1361625119;-47.7026793331;751.241;741.891;1;ESTRUTURA 460B;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;30;30;-19.1356933118;-47.7024413388;0;115.384838905;11.08724519;8.158784195;750.664;741.314;2395019;1;
VLTS11311-8;Vão entre T460B e T461B;;ESTR01893-7;-19.1361625119;-47.7026793331;751.241;741.891;ESTRUTURA 460B;ESTR01894-5;-19.1385067341;-47.7026412138;776.657;767.307;2;ESTRUTURA 461B;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;30;30;-19.137334623;-47.7026602735;0;259.677185574;11.11379883;10.57004678;765.105;755.755;2395020;1;
VLTS11312-6;Vão entre T461B e T462B;;ESTR01894-5;-19.1385067341;-47.7026412138;776.657;767.307;ESTRUTURA 461B;ESTR01895-2;-19.1418946611;-47.7020174521;800.369;791.019;3;ESTRUTURA 462B;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;30;30;-19.1402006976;-47.7023293329;0;380.948414089;7.887944637;7.191524885;791.385;782.035;2395021;1;
VLTS11313-4;Vão entre T462B e T463B;;ESTR01895-2;-19.1418946611;-47.7020174521;800.369;791.019;ESTRUTURA 462B;ESTR01896-0;-19.1459395011;-47.7012800762;826.196;816.856;4;ESTRUTURA 463B;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;30;30;-19.1439170811;-47.7016487641;0;454.680876294;7.534735193;6.615409085;814.623;805.283;2395022;1;
VLTS11314-2;Vão entre T463B e T464;;ESTR01896-0;-19.1459395011;-47.7012800762;826.196;816.856;ESTRUTURA 463B;ESTR01897-8;-19.1505606087;-47.7003180682;870.655;861.315;5;ESTRUTURA 464;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;30;30;-19.1482500549;-47.7007990722;0;521.754763272;9.916152883;9.184966458;835.004;825.664;2395023;1;
VLTS11315-9;Vão entre T464 e T465;;ESTR01897-8;-19.1505606087;-47.7003180682;870.655;861.315;ESTRUTURA 464;ESTR01898-6;-19.1532559756;-47.6995337674;907.736;898.406;6;ESTRUTURA 465;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1519082921;-47.6999259178;0;309.742931549;13.81371313;12.40803133;891.73;882.4;2395024;1;
VLTS11316-7;Vão entre T465 e T466;;ESTR01898-6;-19.1532559756;-47.6995337674;907.736;898.406;ESTRUTURA 465;ESTR01899-4;-19.1558709299;-47.698789575;937.326;927.996;7;ESTRUTURA 466;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1545634528;-47.6991616712;0;300.037757957;11.07327299;10.42602112;919.154;909.824;2395025;1;
VLTS11317-5;Vão entre T466 e T467;;ESTR01899-4;-19.1558709299;-47.698789575;937.326;927.996;ESTRUTURA 466;ESTR01900-0;-19.1597588613;-47.6976822305;931.96;922.64;8;ESTRUTURA 467;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1578148956;-47.6982359027;0;446.121372644;4.053605388;3.896024953;921.234;911.914;2395026;1;
VLTS11318-3;Vão entre T467 e T468;;ESTR01900-0;-19.1597588613;-47.6976822305;931.96;922.64;ESTRUTURA 467;ESTR01901-8;-19.1638277591;-47.6965234467;933.38;924.07;9;ESTRUTURA 468;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1617933102;-47.6971028386;0;466.882598824;3.499166609;3.10634837;920.583;911.263;2395027;1;
VLTS11319-1;Vão entre T468 e T469;;ESTR01901-8;-19.1638277591;-47.6965234467;933.38;924.07;ESTRUTURA 468;ESTR01902-6;-19.167598164;-47.6954579707;935.724;926.414;10;ESTRUTURA 469;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1657129616;-47.6959907087;0;432.403966408;3.959954425;3.324668855;926.103;916.793;2395028;1;
VLTS11320-9;Vão entre T469 e T470;;ESTR01902-6;-19.167598164;-47.6954579707;935.724;926.414;ESTRUTURA 469;ESTR01903-4;-19.1715772164;-47.69432287;939.27;929.97;11;ESTRUTURA 470;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1695876902;-47.6948904204;0;456.623846913;3.072769873;2.752155869;929.558;920.258;2395029;1;
VLTS11321-7;Vão entre T470 e T471;;ESTR01903-4;-19.1715772164;-47.69432287;939.27;929.97;ESTRUTURA 470;ESTR01904-2;-19.1753035308;-47.6932594596;920.92;911.63;12;ESTRUTURA 471;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1734403736;-47.6937911648;0;427.630761676;6.120934775;5.071197384;928.835;919.535;2395030;1;
VLTS11322-5;Vão entre T471 e T472;;ESTR01904-2;-19.1753035308;-47.6932594596;920.92;911.63;ESTRUTURA 471;ESTR01905-9;-19.1792296305;-47.6921426782;935.945;926.655;13;ESTRUTURA 472;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1772665807;-47.6927010689;0;450.456945658;5.391192262;4.001270304;923.127;913.837;2395031;1;
VLTS11323-3;Vão entre T472 e T473;;ESTR01905-9;-19.1792296305;-47.6921426782;935.945;926.655;ESTRUTURA 472;ESTR01906-7;-19.1826855788;-47.691160222;956.888;947.608;14;ESTRUTURA 473;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1809576047;-47.6916514501;0;396.497632553;5.659050183;5.518065734;947.519;938.239;2395032;1;
VLTS11324-1;Vão entre T473 e T474;;ESTR01906-7;-19.1826855788;-47.691160222;956.888;947.608;ESTRUTURA 473;ESTR01907-5;-19.185817757;-47.6902640193;967.678;958.398;15;ESTRUTURA 474;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1842516679;-47.6907121206;0;359.510476678;3.727290543;3.26388263;962.812;953.532;2395033;1;
VLTS11325-8;Vão entre T474 e T475;;ESTR01907-5;-19.185817757;-47.6902640193;967.678;958.398;ESTRUTURA 474;ESTR01908-3;-19.1892295475;-47.6892944316;970.853;961.583;16;ESTRUTURA 475;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1875236522;-47.6897792255;0;391.421435631;1.702512789;0.236318177;969.282;960.012;2395034;1;
VLTS11326-6;Vão entre T475 e T476;;ESTR01908-3;-19.1892295475;-47.6892944316;970.853;961.583;ESTRUTURA 475;ESTR01985-1;-19.1924906151;-47.688365968;979.832;970.562;17;ESTRUTURA 476;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1908600813;-47.6888301998;0;374.175859469;3.357512165;2.712895486;975.444;966.174;2395035;1;
VLTS11327-4;Vão entre T476 e T477;;ESTR01985-1;-19.1924906151;-47.688365968;979.832;970.562;ESTRUTURA 476;ESTR01986-9;-19.1958989462;-47.6881670954;967.814;958.554;18;ESTRUTURA 477;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1941947806;-47.6882665317;0;378.084628455;4.374681951;3.619031024;976.493;967.233;2395036;1;
VLTS11328-2;Vão entre T477 e T478;;ESTR01986-9;-19.1958989462;-47.6881670954;967.814;958.554;ESTRUTURA 477;ESTR01987-7;-19.2012957561;-47.6878507984;953.03;943.78;19;ESTRUTURA 478;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.1985973511;-47.6880089469;0;598.673945999;7.283764442;6.671411086;933.144;923.884;2395037;1;
VLTS11329-0;Vão entre T478 e T479;;ESTR01987-7;-19.2012957561;-47.6878507984;953.03;943.78;ESTRUTURA 478;ESTR01988-5;-19.2039496788;-47.6877023213;969.182;959.932;20;ESTRUTURA 479;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2026227174;-47.6877765598;0;294.362161021;6.723010842;5.747002244;964.122;954.872;2395038;1;
VLTS11330-8;Vão entre T479 e T480;;ESTR01988-5;-19.2039496788;-47.6877023213;969.182;959.932;ESTRUTURA 479;ESTR01989-3;-19.2077924346;-47.6874787782;958.834;949.584;21;ESTRUTURA 480;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2058710567;-47.6875905498;0;426.271405968;4.339723411;3.446161247;957.55;948.3;2395039;1;
VLTS11331-6;Vão entre T480 e T481;;ESTR01989-3;-19.2077924346;-47.6874787782;958.834;949.584;ESTRUTURA 480;ESTR01990-1;-19.2116642199;-47.6872491027;948.406;939.166;22;ESTRUTURA 481;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2097283273;-47.6873639405;0;429.51772532;4.676640524;3.871784334;948.44;939.2;2395040;1;
VLTS11332-4;Vão entre T481 e T482;;ESTR01990-1;-19.2116642199;-47.6872491027;948.406;939.166;ESTRUTURA 481;ESTR01991-9;-19.2146825698;-47.687076575;916.495;907.255;23;ESTRUTURA 482;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2131733949;-47.6871628389;0;334.80371963;11.89383441;10.34964607;929.637;920.397;2395041;1;
VLTS11333-2;Vão entre T482 e T483;;ESTR01991-9;-19.2146825698;-47.687076575;916.495;907.255;ESTRUTURA 482;ESTR01992-7;-19.2202819454;-47.6867487448;940.935;931.705;24;ESTRUTURA 483;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2174822576;-47.6869126599;0;621.143209498;9.241347104;9.12237293;900.313;891.083;2395042;1;
VLTS11334-0;Vão entre T483 e T484;;ESTR01992-7;-19.2202819454;-47.6867487448;940.935;931.705;ESTRUTURA 483;ESTR01993-5;-19.2229477074;-47.6865957611;951.935;942.705;25;ESTRUTURA 484;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2216148264;-47.686672253;0;295.697277042;6.592891282;4.4116064;952.437;943.207;2395043;1;
VLTS11335-7;Vão entre T484 e T485;;ESTR01993-5;-19.2229477074;-47.6865957611;951.935;942.705;ESTRUTURA 484;ESTR01994-3;-19.228448194;-47.6862694451;914.618;905.398;26;ESTRUTURA 485;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2256979507;-47.6864326031;0;610.198694886;10.81467406;10.74453298;897.401;888.181;2395044;1;
VLTS11336-5;Vão entre T485 e T486;;ESTR01994-3;-19.228448194;-47.6862694451;914.618;905.398;ESTRUTURA 485;ESTR01995-0;-19.2317112051;-47.6860769003;950.637;941.427;27;ESTRUTURA 486;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2300796995;-47.6861731727;0;361.977409291;10.82526119;10.29124996;936.293;927.073;2395045;1;
VLTS11337-3;Vão entre T486 e T487;;ESTR01995-0;-19.2317112051;-47.6860769003;950.637;941.427;ESTRUTURA 486;ESTR01996-8;-19.2347261775;-47.6859042768;953.354;944.144;28;ESTRUTURA 487;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2332186913;-47.6859905885;0;334.430977108;2.8669593;2.584090767;957.966;948.756;2395046;1;
VLTS11338-1;Vão entre T487 e T488;;ESTR01996-8;-19.2347261775;-47.6859042768;953.354;944.144;ESTRUTURA 487;ESTR01997-6;-19.2381820652;-47.6857095965;940.734;931.524;29;ESTRUTURA 488;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2364541214;-47.6858069367;0;383.320774493;5.945412176;3.817168537;944.47;935.26;2395047;1;
VLTS11339-9;Vão entre T488 e T489;;ESTR01997-6;-19.2381820652;-47.6857095965;940.734;931.524;ESTRUTURA 488;ESTR01998-4;-19.2450276535;-47.6853127842;929.985;920.785;30;ESTRUTURA 489;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2416048594;-47.6855111904;0;759.364085982;8.331971602;8.244661705;881.275;872.075;2395048;1;
VLTS11340-7;Vão entre T489 e T490;;ESTR01998-4;-19.2450276535;-47.6853127842;929.985;920.785;ESTRUTURA 489;ESTR01999-2;-19.2474922;-47.6851719244;946.258;937.068;31;ESTRUTURA 490;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2462599267;-47.6852423543;0;273.374576025;9.397728338;6.981629483;946.869;937.679;2395049;1;
VLTS11341-5;Vão entre T490 e T491;;ESTR01999-2;-19.2474922;-47.6851719244;946.258;937.068;ESTRUTURA 490;ESTR02000-8;-19.2507148297;-47.6849744029;903.212;894.022;32;ESTRUTURA 491;MT-L-30121;LT Jaguara - Nova Ponte 500 kV;40;40;-19.2491035149;-47.6850731636;0;357.542154035;13.74467303;12.64885818;917.915;908.725;2395050;1;
