COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS11633-5;Vão entre Pórtico inicial e T539A;;PORT00098-4;-19.7933130853;-45.309733509;728.927;720.777;Pórtico Bom Despacho 3;ESTR08009-3;-19.7932748239;-45.3088715291;736.363;728.213;0;ESTRUTURA 539A;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;31.425;31.425;-19.7932939546;-45.3093025191;0;90.3851120761;9.894328606;8.952801865;735.703;727.553;2393451;1;
VLTS11634-3;Vão entre T539A e T539B;;ESTR08009-3;-19.7932748239;-45.3088715291;736.363;728.213;ESTRUTURA 539A;ESTR08010-1;-19.7939082041;-45.3068513717;725.041;716.901;1;ESTRUTURA 539B;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;31.425;31.425;-19.793591514;-45.3078614504;0;222.901943341;6.293350246;5.521261868;731.703;723.553;2393452;1;
VLTS11635-0;Vão entre T539B e T540;;ESTR08010-1;-19.7939082041;-45.3068513717;725.041;716.901;ESTRUTURA 539B;ESTR08011-9;-19.7957746529;-45.3041083444;703.078;694.948;2;ESTRUTURA 540;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;31.425;31.425;-19.7948414285;-45.305479858;0;353.842617786;7.223267836;6.584283189;714.315;706.175;2393453;1;
VLTS11636-8;Vão entre T540 e T541;;ESTR08011-9;-19.7957746529;-45.3041083444;703.078;694.948;ESTRUTURA 540;ESTR08012-7;-19.7986945737;-45.2997994004;704.863;696.753;3;ESTRUTURA 541;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;30;30;-19.7972346133;-45.3019538724;0;555.059707343;3.962997081;3.627717835;687.075;678.955;2393454;1;
VLTS11637-6;Vão entre T541 e T542;;ESTR08012-7;-19.7986945737;-45.2997994004;704.863;696.753;ESTRUTURA 541;ESTR08013-5;-19.8009005783;-45.296535801;713.643;705.543;4;ESTRUTURA 542;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;30;30;-19.799797576;-45.2981676007;0;420.041335026;5.856090329;5.436607804;702.857;694.747;2393455;1;
VLTS11638-4;Vão entre T542 e T543;;ESTR08013-5;-19.8009005783;-45.296535801;713.643;705.543;ESTRUTURA 542;ESTR08014-3;-19.8034536043;-45.2927791896;735.62;727.54;5;ESTRUTURA 543;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;30;30;-19.8021770913;-45.2946574953;0;484.376956673;6.296542307;5.893550386;708.996;700.906;2393456;1;
VLTS11639-2;Vão entre T543 e T544;;ESTR08014-3;-19.8034536043;-45.2927791896;735.62;727.54;ESTRUTURA 543;ESTR08015-0;-19.8055427414;-45.2896957749;722.054;713.994;6;ESTRUTURA 544;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;30;30;-19.8044981729;-45.2912374823;0;397.159916842;5.57810571;4.25697541;726.556;718.486;2393457;1;
VLTS11640-0;Vão entre T544 e T545;;ESTR08015-0;-19.8055427414;-45.2896957749;722.054;713.994;ESTRUTURA 544;ESTR08016-8;-19.8083075174;-45.2856071428;726.422;718.382;7;ESTRUTURA 545;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;30;30;-19.8069251294;-45.2876514589;0;526.281849602;4.729404979;4.196230597;710.316;702.266;2393458;1;
VLTS11641-8;Vão entre T545 e T546;;ESTR08016-8;-19.8083075174;-45.2856071428;726.422;718.382;ESTRUTURA 545;ESTR08017-6;-19.8107641546;-45.2819765846;757.832;749.812;8;ESTRUTURA 546;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;30;30;-19.809535836;-45.2837918637;0;467.418164175;7.933795227;7.175587637;738.871;730.841;2393459;1;
VLTS11642-6;Vão entre T546 e T547;;ESTR08017-6;-19.8107641546;-45.2819765846;757.832;749.812;ESTRUTURA 546;ESTR08018-4;-19.8138039034;-45.2775011717;758.84;750.84;9;ESTRUTURA 547;MT-L-30774;LT Bom Despacho 3 - São G. Pará 500 kV;30;30;-19.812284029;-45.2797388781;0;576.919690273;3.840569212;2.774909623;747.151;739.141;2393460;1;
