COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS00080-2;Vão entre Pórtico inicial e T001;;PORT00131-3;-19.5991367222;-43.3336745167;774.31;0;Pórtico Itabira 5;ESTR12469-3;-19.5986000639;-43.3329074389;751.11;0;0;ESTRUTURA 001;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;0;0;0;0;0;0;0;0;0;0;2398132;1;
VLTS00081-0;Vão entre T001 e T002;;ESTR12469-3;-19.5986000639;-43.3329074389;751.11;0;ESTRUTURA 001;ESTR12470-1;-19.5956010722;-43.3325693833;748.65;0;1;ESTRUTURA 002;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;0;0;0;0;0;0;0;0;0;0;2398133;1;
VLTS00082-8;Vão entre T002 e T003;;ESTR12470-1;-19.5956010722;-43.3325693833;748.65;0;ESTRUTURA 002;ESTR12471-9;-19.5930230694;-43.3333232194;759.1;0;2;ESTRUTURA 003;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;0;0;0;0;0;0;0;0;0;0;2398134;1;
VLTS00083-6;Vão entre T003 e T004;;ESTR12471-9;-19.5930230694;-43.3333232194;759.1;0;ESTRUTURA 003;ESTR12472-7;-19.5914069806;-43.3337957639;804.61;0;3;ESTRUTURA 004;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;0;0;0;0;0;0;0;0;0;0;2398135;1;
VLTS00084-4;Vão entre T004 e T197;;ESTR12472-7;-19.5914069806;-43.3337957639;804.61;0;ESTRUTURA 004;ESTR07209-0;-19.5899937924;-43.3299768667;825.2340088;0;4;ESTRUTURA 197;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;0;0;0;0;0;0;0;0;0;0;2398136;1;
VLTS00085-1;Vão entre T197 e T198;;ESTR07209-0;-19.5899937924;-43.3299768667;825.2340088;816.5740088;ESTRUTURA 197;ESTR07210-8;-19.5884644341;-43.325860755;823.5499878;814.8699878;5;ESTRUTURA 198;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.58922911;-43.32791881;0;463.8361515;16.3583627;13.66128246;784.2700195;775.6000195;2398137;1;
VLTS00086-9;Vão entre T198 e T199;;ESTR07210-8;-19.5884644341;-43.325860755;823.5499878;814.8699878;ESTRUTURA 198;ESTR07211-6;-19.5857319239;-43.318447906;874.8880005;866.1780005;6;ESTRUTURA 199;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.58709818;-43.32215433;0;834.4740607;15.18932774;14.70650685;759.6290283;750.9390283;2398138;1;
VLTS00087-7;Vão entre T199 e T200;;ESTR07211-6;-19.5857319239;-43.318447906;874.8880005;866.1780005;ESTRUTURA 199;ESTR07212-4;-19.5851213055;-43.3167947004;929.0629883;920.3429883;7;ESTRUTURA 200;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.58542661;-43.3176213;0;186.1544223;39.18198618;35.28256429;881.1270142;872.4170142;2398139;1;
VLTS00088-5;Vão entre T200 e T201;;ESTR07212-4;-19.5851213055;-43.3167947004;929.0629883;920.3429883;ESTRUTURA 200;ESTR07213-2;-19.5830804066;-43.3106998147;911.9719849;903.2219849;8;ESTRUTURA 201;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.58410086;-43.31374726;0;678.1980492;13.93457267;13.3980023;859.9949951;851.2649951;2398140;1;
VLTS00089-3;Vão entre T201 e T202;;ESTR07213-2;-19.5830804066;-43.3106998147;911.9719849;903.2219849;ESTRUTURA 201;ESTR07214-0;-19.5819279322;-43.3072596826;874.4450073;865.6850073;9;ESTRUTURA 202;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.58250417;-43.30897975;0;382.8186312;24.53772945;20.86626338;868.5300293;859.7700293;2398141;1;
VLTS00090-1;Vão entre T202 e T203;;ESTR07214-0;-19.5819279322;-43.3072596826;874.4450073;865.6850073;ESTRUTURA 202;ESTR07215-7;-19.580707664;-43.3036117834;904.132019;895.352019;10;ESTRUTURA 203;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.5813178;-43.30543573;0;405.8755792;24.41413209;23.01371362;823.2620239;814.4920239;2398142;1;
VLTS00091-9;Vão entre T203 e T204;;ESTR07215-7;-19.580707664;-43.3036117834;904.132019;895.352019;ESTRUTURA 203;ESTR07216-5;-19.5797959933;-43.3008892098;893.2109985;884.4209985;11;ESTRUTURA 204;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.58025183;-43.3022505;0;302.9579237;20.54608747;15.35197007;882.4970093;873.7070093;2398143;1;
VLTS00092-7;Vão entre T204 e T205;;ESTR07216-5;-19.5797959933;-43.3008892098;893.2109985;884.4209985;ESTRUTURA 204;ESTR07217-3;-19.5785777418;-43.2972536032;877.9619751;869.1519751;12;ESTRUTURA 205;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.57918687;-43.29907141;0;404.5910366;21.21228407;20.66011891;830.3809814;821.5809814;2398144;1;
VLTS00093-5;Vão entre T205 e T206;;ESTR07217-3;-19.5785777418;-43.2972536032;877.9619751;869.1519751;ESTRUTURA 205;ESTR07218-1;-19.5772356474;-43.2932429804;882.8439941;874.0139941;13;ESTRUTURA 206;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.57790669;-43.29524829;0;446.2617385;14.5266767;11.45807296;850.7340088;841.9140088;2398145;1;
VLTS00094-3;Vão entre T206 e T207;;ESTR07218-1;-19.5772356474;-43.2932429804;882.8439941;874.0139941;ESTRUTURA 206;ESTR07219-9;-19.5759192282;-43.2893147463;851.4450073;842.5950073;14;ESTRUTURA 207;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.57657744;-43.29127886;0;437.1682331;10.3703784;8.288581751;858.5089722;849.6689722;2398146;1;
VLTS00095-0;Vão entre T207 e T208;;ESTR07219-9;-19.5759192282;-43.2893147463;851.4450073;842.5950073;ESTRUTURA 207;ESTR07220-7;-19.5753006969;-43.2874657577;854.6190186;845.7590186;15;ESTRUTURA 208;MT-L-39625;LT Itabira 5 - Mesquita 500 kV;35;35;-19.57560996;-43.28839025;0;205.73254;16.83156199;11.25393928;840.6760254;831.8260254;2398147;1;
