COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS04215-0;Vão entre Pórtico Inicial e T001;;PORT00123-0;-17.5914245009;-44.73550054097;515.201;0;Pórtico V.Palma;ESTR06172-1;-17.59127945648;-44.73488244529;514.944;0;0;ESTRUTURA 001;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.59140009;-44.73517606;0;67.78400874;1.423639613;1.280538015;515.044;0;2392575;1;
VLTS04216-8;Vão entre T001 e T002;;ESTR06172-1;-17.59127945648;-44.73488244529;514.944;0;ESTRUTURA 001;ESTR06173-9;-17.59080109184;-44.73354021883;513.994;0;1;ESTRUTURA 002;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.59104027;-44.73421133;0;151.9322211;1.188029759;1.051784795;514.348;0;2392576;1;
VLTS04217-6;Vão entre T002 e T003;;ESTR06173-9;-17.59080109184;-44.73354021883;513.994;0;ESTRUTURA 002;ESTR06174-7;-17.58980636986;-44.73073480389;511.146;0;2;ESTRUTURA 003;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.59030373;-44.73213751;0;317.3610389;1.298205985;1.068499149;511.966;0;2392577;1;
VLTS04218-4;Vão entre T003 e T004;;ESTR06174-7;-17.58980636986;-44.73073480389;511.146;0;ESTRUTURA 003;ESTR06175-4;-17.58883494837;-44.72798959848;512.951;0;3;ESTRUTURA 004;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.58932066;-44.7293622;0;310.4765935;2.005304145;1.937988282;511.846;0;2392578;1;
VLTS04219-2;Vão entre T004 e T005;;ESTR06175-4;-17.58883494837;-44.72798959848;512.951;0;ESTRUTURA 004;ESTR06176-2;-17.58778858386;-44.72502369266;513.274;0;4;ESTRUTURA 005;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.58831177;-44.72650665;0;335.318389;0.344150526;0.283611049;513.544;0;2392579;1;
VLTS04220-0;Vão entre T005 e T006;;ESTR06176-2;-17.58778858386;-44.72502369266;513.274;0;ESTRUTURA 005;ESTR06177-0;-17.58709555077;-44.72308092469;508.468;0;5;ESTRUTURA 006;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.58744207;-44.72405231;0;219.9385878;2.726215559;2.344290764;511.668;0;2392580;1;
VLTS04221-8;Vão entre T006 e T007;;ESTR06177-0;-17.58709555077;-44.72308092469;508.468;0;ESTRUTURA 006;ESTR06178-8;-17.58635574401;-44.72098059237;500.733;0;6;ESTRUTURA 007;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.58672565;-44.72203076;0;237.4153255;4.011956676;3.519570602;504.63;0;2392581;1;
VLTS04222-6;Vão entre T007 e T008;;ESTR06178-8;-17.58635574401;-44.72098059237;500.733;0;ESTRUTURA 007;ESTR06179-6;-17.58280329083;-44.72234977062;492.15;0;7;ESTRUTURA 008;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.58457952;-44.72166518;0;419.0099879;3.120927992;2.222858707;495.698;0;2392582;1;
VLTS04223-4;Vão entre T008 e T8A;;ESTR06179-6;-17.58280329083;-44.72234977062;492.15;0;ESTRUTURA 008;ESTC12778-7;-17.58065609048;-44.72317471517;489.869;0;8;ESTRUTURA 009;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;25;25;-17.58097303;-44.72304647;0;431.1204141;0.797920926;0.793281851;489.718;0;2392583;1;
VLTS13377-7;Vão entre T8A e T9A;;ESTC12778-7;-17.58065609048;-44.72317471517;489.66;0;ESTRUTURA 8A;ESTC12779-5;-17.57964467201;-44.72101522806;489.17;0;9;ESTRUTURA 9A;MT-L-31529;LT 345 kV VARZEA PALMA 4 / VARZEA PALMA1 C 1 MG;0;0;-17.58015038;-44.72209497;0;265.4532687;0;0;0;0;2392584;1;
