COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS00453-1;Vão entre Pórtico Inicial e T297A;;PORT00133-9;-19.11503976;-42.73006671;0;0;Pórtico Inicial (Braunas);ESTR12478-4;;;0;0;0;ESTRUTURA 297A;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;0;0;0;108.631986023;0;0;0;0;2386680;1;
VLTS00454-9;Vão entre T297A e T296A;;ESTR12478-4;-19.11585543;-42.730638;0;0;ESTRUTURA 297A;ESTR12479-2;;;0;0;1;ESTRUTURA 296A;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;0;0;0;179.512604264;0;0;0;0;2386681;1;
VLTS00455-6;Vão entre T296A e T295A;;ESTR12479-2;-19.11747458;-42.73061719;0;0;ESTRUTURA 296A;ESTR12480-0;;;0;0;2;ESTRUTURA 295A;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;0;0;0;205.469145746;0;0;0;0;2386682;1;
VLTS00456-4;Vão entre T295A e T294A;;ESTR12480-0;-19.11932785;-42.73059337;0;0;ESTRUTURA 295A;ESTR12481-8;;;0;0;3;ESTRUTURA 294A;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;0;0;0;50.8672835449;0;0;0;0;2386683;1;
VLTS00457-2;Vão entre T294A e T293A;;ESTR12481-8;-19.11971459;-42.7303336;0;0;ESTRUTURA 294A;ESTR12482-6;;;0;0;4;ESTRUTURA 293A;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;0;0;0;25.0306020978;0;0;0;0;2386684;1;
VLTS00458-0;Vão entre T293A e T292;;ESTR12482-6;-19.1199049;-42.73020578;429.1929932;418.063;ESTRUTURA 293A;ESTR02840-7;;;458.3649902;447.235;5;ESTRUTURA 292;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1205896488;-42.7319893736;0;405.88104907;23.64469067;22.35952123;390.7749939;379.645;2386685;1;
VLTS00459-8;Vão entre T292 e T291;;ESTR02840-7;-19.1212776554;-42.7337740754;458.3649902;447.235;ESTRUTURA 292;ESTR02839-9;;;503.9079895;492.788;6;ESTRUTURA 291;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1229436149;-42.7349812655;0;448.515134571;17.79188054;16.50407987;439.6900024;428.56;2386686;1;
VLTS00460-6;Vão entre T291 e T290;;ESTR02839-9;-19.1246095743;-42.7361884555;503.9079895;492.788;ESTRUTURA 291;ESTR02838-1;;;447.598999;436.479;7;ESTRUTURA 290;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1275395743;-42.7383166249;0;789.42175137;13.81291393;12.97533671;410.7349854;399.615;2386687;1;
VLTS00461-4;Vão entre T290 e T289;;ESTR02838-1;-19.1304695742;-42.7404447943;447.598999;436.479;ESTRUTURA 290;ESTR02837-3;;;474.7640076;463.644;8;ESTRUTURA 289;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1313578968;-42.7410892534;0;239.245901573;22.37953304;16.45708583;451.3729858;440.253;2386688;1;
VLTS00462-2;Vão entre T289 e T288;;ESTR02837-3;-19.1322462193;-42.7417337125;474.7640076;463.644;ESTRUTURA 289;ESTR02836-5;;;446.8959961;435.786;9;ESTRUTURA 288;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1340680847;-42.7430556114;0;490.690028358;15.9743605;14.23468557;409.9779968;398.868;2386689;1;
VLTS00463-0;Vão entre T288 e T287;;ESTR02836-5;-19.1358899501;-42.7443775103;446.8959961;435.786;ESTRUTURA 288;ESTR02835-7;;;447.82901;436.719;10;ESTRUTURA 287;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1370627504;-42.7452283351;0;315.858291589;17.27158129;15.89142578;417.3420105;406.232;2386690;1;
VLTS00464-8;Vão entre T287 e T286;;ESTR02835-7;-19.1382355507;-42.7460791598;447.82901;436.719;ESTRUTURA 287;ESTR02834-0;;;430.9440002;419.844;11;ESTRUTURA 286;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1403929229;-42.7476435815;0;580.94003007;13.88507765;13.63328;383.6669922;372.557;2386691;1;
VLTS00465-5;Vão entre T286 e T285;;ESTR02834-0;-19.1425502951;-42.7492080032;430.9440002;419.844;ESTRUTURA 286;ESTR02833-2;;;508.4570007;497.357;12;ESTRUTURA 285;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1455299914;-42.7513704387;0;802.5756789;19.75483602;19.71054746;350.6499939;339.55;2386692;1;
VLTS00466-3;Vão entre T285 e T284;;ESTR02833-2;-19.1485096877;-42.7535328742;508.4570007;497.357;ESTRUTURA 285;ESTR02832-4;;;391.8590088;380.779;13;ESTRUTURA 284;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.152639774;-42.7565301022;0;1112.4133453;16.8163398;16.78627908;323.0419922;311.952;2386693;1;
VLTS00467-1;Vão entre T284 e T283;;ESTR02832-4;-19.1567698603;-42.7595273302;391.8590088;380.779;ESTRUTURA 284;ESTR02831-6;;;440.8609924;429.781;14;ESTRUTURA 283;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1580922438;-42.7607821184;0;394.810722727;24.3838774;22.87342261;390.8890076;379.809;2386694;1;
VLTS00468-9;Vão entre T283 e T282;;ESTR02831-6;-19.1594146273;-42.7620369066;440.8609924;429.781;ESTRUTURA 283;ESTR02830-8;;;395.2579956;384.188;15;ESTRUTURA 282;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1608595574;-42.7634047802;0;430.945395281;23.25201968;21.86053844;361.9930115;350.913;2386695;1;
VLTS00469-7;Vão entre T282 e T281;;ESTR02830-8;-19.1623044875;-42.7647726539;395.2579956;384.188;ESTRUTURA 282;ESTR02829-0;;;435.95401;424.894;16;ESTRUTURA 281;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1645123;-42.7668675937;0;659.154703159;14.160778;13.8361675;362.4979858;351.428;2386696;1;
VLTS00470-5;Vão entre T281 e T280;;ESTR02829-0;-19.1667201125;-42.7689625334;435.95401;424.894;ESTRUTURA 281;ESTR02828-2;;;465.2999878;454.24;17;ESTRUTURA 280;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1680137278;-42.7701869793;0;385.785931274;13.75479304;11.96837903;425.0450134;413.985;2386697;1;
VLTS00471-3;Vão entre T280 e T279;;ESTR02828-2;-19.1693073432;-42.7714114251;465.2999878;454.24;ESTRUTURA 280;ESTR02827-4;;;460.6929932;449.633;18;ESTRUTURA 279;MT-L-39609;LT 230 KV Braúnas - Itabira 2;39;39;-19.1699201802;-42.7719945954;0;183.19920789;18.70225645;13.66146653;445.2539978;434.194;2386698;1;
