COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS00736-9;Vão Pórtico Inicial T644A;;PORT00158-6;-19.89527736388;-44.23611000277;865.76;0;Pórtico Betim 6;ESTR12777-9;;;873.27;0;0;ESTRUTURA 644A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.8952493861;-44.235571025;0;113.04917648558;0;0;0;0;2390603;1;
VLTS00737-7;Vão entre T644A e T643A;;ESTR12777-9;-19.89522140833;-44.23503204722;873.27;0;ESTRUTURA 644A;ESTR12776-1;;;897.96;0;1;ESTRUTURA 643A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89566408333;-44.2319711375;0;648.50080318326;0;0;0;0;2390604;1;
VLTS00738-5;Vão entre T643A e T642A;;ESTR12776-1;-19.89610675833;-44.22891022777;897.96;0;ESTRUTURA 643A;ESTR12775-3;;;894.35;0;2;ESTRUTURA 642A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89697720277;-44.22752799721;0;347.76516709103;0;0;0;0;2390605;1;
VLTS00739-3;Vão entre T642A e T641A;;ESTR12775-3;-19.89784764722;-44.22614576666;894.35;0;ESTRUTURA 642A;ESTR12774-6;;;913.12;0;3;ESTRUTURA 641A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89839909722;-44.22519661805;0;233.28071595348;0;0;0;0;2390606;1;
VLTS00740-1;Vão entre T641A e T640A;;ESTR12774-6;-19.89895054722;-44.22424746944;913.12;0;ESTRUTURA 641A;ESTR12773-8;;;902.41;0;4;ESTRUTURA 640A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89865575417;-44.2219525625;0;485.02888307417;0;0;0;0;2390607;1;
VLTS00741-9;Vão entre T640A e T639A;;ESTR12773-8;-19.89836096111;-44.21965765555;902.41;0;ESTRUTURA 640A;ESTR12772-0;;;910.25;0;5;ESTRUTURA 639A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.8982233875;-44.21866520694;0;210.06693226224;0;0;0;0;2390608;1;
VLTS00742-7;Vão entre T639A e T638A;;ESTR12772-0;-19.89808581388;-44.21767275833;910.25;0;ESTRUTURA 639A;ESTR12771-2;;;843.95;0;6;ESTRUTURA 638A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89774182777;-44.21519165833;0;525.16609637245;0;0;0;0;2390609;1;
VLTS00743-5;Vão entre T638A e T637A;;ESTR12771-2;-19.89739784166;-44.21271055833;843.95;0;ESTRUTURA 638A;ESTR12770-4;;;836.24;0;7;ESTRUTURA 637A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89719395277;-44.21140814166;0;276.4750048977;0;0;0;0;2390610;1;
VLTS00744-3;Vão entre T637A e T636A;;ESTR12770-4;-19.89699006388;-44.210105725;836.24;0;ESTRUTURA 637A;ESTR12769-6;;;865.68;0;8;ESTRUTURA 636A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89615729027;-44.20938874305;0;237.78959684123;0;0;0;0;2390611;1;
VLTS00745-0;Vão entre T636A e T635A;;ESTR12769-6;-19.89532451666;-44.20867176111;865.68;0;ESTRUTURA 636A;ESTR12768-8;;;893.24;0;9;ESTRUTURA 635A;MT-L-39624;LT Betim 6 - Neves 1_Vãos da LT;30;70;-19.89402021111;-44.20759721388;0;366.11532973079;0;0;0;0;2390612;1;
