COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS06967-4;Portico Pimenta e T 001;;PORT00038-0;-20.4692515881;-45.7932042794;789.098;782.088;Portico Pimenta;ESTR07663-8;;;788.432;781.422;0;ESTRUTURA 001;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7925467815;-20.4692586855;0;137.157054259;5.25966385;2.148631739;789.331;782.321;2388229;1;
VLTS06968-2;Vão entre T 001 e T 002;;ESTR07663-8;-20.4692586855;-45.7918892837;788.432;781.422;ESTRUTURA 001;ESTR07664-6;;;783.622;776.612;1;ESTRUTURA 002;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7899586364;-20.469246848;0;402.737129751;4.163509833;2.92150863;780.069;773.059;2388230;1;
VLTS06969-0;Vão entre T 002 e T 003;;ESTR07664-6;-20.469246848;-45.7880279891;783.622;776.612;ESTRUTURA 002;ESTR07665-3;;;803.612;796.602;2;ESTRUTURA 003;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7863203112;-20.4692562695;0;356.22462445;7.341154487;6.412526937;792.082;785.072;2388231;1;
VLTS06970-8;Vão entre T 003 e T 004;;ESTR07665-3;-20.4692562695;-45.7846126332;803.612;796.602;ESTRUTURA 003;ESTR07666-1;;;812.412;805.412;3;ESTRUTURA 004;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7827720831;-20.4692701881;0;383.943112564;4.19723638;3.118951638;804.707;797.707;2388232;1;
VLTS06971-6;Vão entre T 004 e T 005;;ESTR07666-1;-20.4692701881;-45.7809315331;812.412;805.412;ESTRUTURA 004;ESTR07667-9;;;825.557;818.557;4;ESTRUTURA 005;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7795907961;-20.4692810384;0;279.681030213;6.991536031;5.332503241;820.58;813.58;2388233;1;
VLTS06972-4;Vão entre T 005 e T 006;;ESTR07667-9;-20.4692810384;-45.7782500591;825.557;818.557;ESTRUTURA 005;ESTR07668-7;;;838.307;831.317;5;ESTRUTURA 006;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7760754183;-20.4692909672;0;453.632215193;6.994873586;6.711163577;808.273;801.273;2388234;1;
VLTS06973-2;Vão entre T 006 e T 007;;ESTR07668-7;-20.4692909672;-45.7739007775;838.307;831.317;ESTRUTURA 006;ESTR07781-8;;;853.054;846.064;6;ESTRUTURA 007;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.772861532;-20.469290142;0;216.786862268;7.705263975;7.198775718;847.7;840.71;2388235;1;
VLTS06974-0;Vão entre T 007 e T 008;;ESTR07781-8;-20.469290142;-45.7718222865;853.054;846.064;ESTRUTURA 007;ESTR07782-6;;;841.623;834.633;7;ESTRUTURA 008;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7709473276;-20.4697100968;0;188.341292472;8.00992698;6.881656078;850.988;843.998;2388236;1;
VLTS06975-7;Vão entre T 008 e T 009;;ESTR07782-6;-20.4697100968;-45.7700723687;841.623;834.633;ESTRUTURA 008;ESTR07783-4;;;853.645;846.665;8;ESTRUTURA 009;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7682800603;-20.4705744168;0;385.916994106;16.19959757;15.11361274;829.514;822.534;2388237;1;
VLTS06976-5;Vão entre T 009 e T 010;;ESTR07783-4;-20.4705744168;-45.7664877519;853.645;846.665;ESTRUTURA 009;ESTR07784-2;;;883.879;876.909;9;ESTRUTURA 010;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.764838232;-20.471369517;0;355.160047231;16.77722493;15.8486295;865.599;858.629;2388238;1;
VLTS06977-3;Vão entre T 010 e T 011;;ESTR07784-2;-20.471369517;-45.7631887121;883.879;876.909;ESTRUTURA 010;ESTR07785-9;;;870.255;863.295;10;ESTRUTURA 011;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7623165508;-20.4717947828;0;187.919465649;9.34549273;8.063028462;876.007;869.037;2388239;1;
VLTS06978-1;Vão entre T 011 e T 012;;ESTR07785-9;-20.4717947828;-45.7614443895;870.255;863.295;ESTRUTURA 011;ESTR07786-7;;;842.622;835.662;11;ESTRUTURA 012;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7598764133;-20.4725531154;0;337.669668139;10.24906981;8.692518982;849.509;842.549;2388240;1;
VLTS06979-9;Vão entre T 012 e T 013;;ESTR07786-7;-20.4725531154;-45.7583084371;842.622;835.662;ESTRUTURA 012;ESTR07787-5;;;854.138;847.188;12;ESTRUTURA 013;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7560735936;-20.4736517612;0;481.772181166;8.777800308;7.919510817;818.042;811.092;2388241;1;
VLTS06980-7;Vão entre T 013 e T 014;;ESTR07787-5;-20.4736517612;-45.7538387502;854.138;847.188;ESTRUTURA 013;ESTR07788-3;;;855.739;848.799;13;ESTRUTURA 014;MT-L-30209;LT Barbacena 2 - Pimenta 345 kV;30;30;-45.7526047878;-20.4742628093;0;266.131840921;5.365761553;2.102717202;855.616;848.676;2388242;1;
