COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS02039-6;Vão entre Pórtico inicial e T002;;PORT00008-3;-19.8678884536;-43.7358714134;763.367981;757.047981;Pórtico Taquaril;ESTC11867-9;;;775.6279907;769.3079907;0;ESTRUTURA 002;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.931027946;-43.8498688967;0;201.327123901;10.81422723;10.62250625;768.1939697;761.8739697;2387930;1;
VLTS02040-4;Vão entre T002 e T002A;;ESTC11867-9;-19.8690238327;-43.735531622;763.367981;757.047981;ESTRUTURA 002;ESTC11866-1;;;791.7769775;785.4569775;1;ESTRUTURA 002A;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9310191126;-43.8473194899;0;380.480921316;13.85719916;13.69554814;740.3590088;734.0390088;2387931;1;
VLTS02041-2;Vão entre T002A e T003;;ESTC11866-1;-19.8722906835;-43.7341902992;791.7769775;785.4569775;ESTRUTURA 002A;ESTC11865-3;;;809.2160034;802.8960034;2;ESTRUTURA 003;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9309047037;-43.8435880608;0;437.00175335;20.02028894;19.02921885;748.4840088;742.1640088;2387932;1;
VLTS02042-0;Vão entre T003 e T004;;ESTC11865-3;-19.8738954891;-43.7337870909;809.2160034;802.8960034;ESTRUTURA 003;ESTC11868-7;;;737.5250244;731.1950244;3;ESTRUTURA 004;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9296822254;-43.8396475729;0;431.177944368;18.65309685;17.59458099;762.5040283;756.1740283;2387933;1;
VLTS02043-8;Vão entre T004 e T005;;ESTC11868-7;-19.8740176488;-43.7337217034;737.5250244;731.1950244;ESTRUTURA 004;ESTR12050-1;;;767.7470093;761.4070093;4;ESTRUTURA 005;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9280467083;-43.8345189039;0;701.869215427;10.10088745;9.82547369;700.6560059;694.3160059;2387934;1;
VLTS02044-6;Vão entre T005 e T006;;ESTR12050-1;-19.8773657457;-43.7395313316;767.7470093;761.4070093;ESTRUTURA 005;ESTR12049-3;;;814.6420288;808.2920288;5;ESTRUTURA 006;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9261907999;-43.8287056263;0;582.583460807;15.73885318;15.51536556;739.9520264;733.6020264;2387935;1;
VLTS02045-3;Vão entre T006 e T007;;ESTR12049-3;-19.8793413842;-43.7430852184;814.6420288;808.2920288;ESTRUTURA 006;ESTR12048-5;;;816.0230103;809.6530103;6;ESTRUTURA 007;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9238920828;-43.8234376205;0;638.340926696;11.84930715;11.80356479;769.789978;763.429978;2387936;1;
VLTS02046-1;Vão entre T007 e T008;;ESTR12048-5;-19.8814058895;-43.7468100014;816.0230103;809.6530103;ESTRUTURA 007;ESTR12047-7;;;785.6660156;779.2760156;7;ESTRUTURA 008;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.920767721;-43.8177962308;0;730.298692147;10.30824876;10.30824876;749.3220215;742.9420215;2387937;1;
VLTS02047-9;Vão entre T008 e T009;;ESTR12047-7;-19.8833481906;-43.7503052906;785.6660156;779.2760156;ESTRUTURA 008;ESTR12046-9;;;864.5930176;858.1930176;8;ESTRUTURA 009;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9182857646;-43.8133169949;0;356.54487453;28.9161355;28.25450523;795.065979;788.665979;2387938;1;
VLTS02048-7;Vão entre T009 e T010;;ESTR12046-9;-19.886139791;-43.7553371183;864.5930176;858.1930176;ESTRUTURA 009;ESTR12045-1;;;850.2999878;843.8899878;9;ESTRUTURA 010;MT-L-30794;LT Sabará 3 - Taquaril 230 kV;30;30;-19.9169581852;-43.8109234201;0;224.384444445;24.30741282;23.0305635;835.3930054;828.9830054;2387939;1;
