COD_VAO_SAP;NOM_VAO_SAP;VAL_ALTURA;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NOM_ESTRUTURA_INI_SAP;COD_ESTRUTURA_FIM_SAP;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;NUM_ID_SEQUENCIA;NOM_ESTRUTURA_FIM_SAP;COD_LT_SAP;NOM_LT_SAP;VAL_LARGURA_FAIXA_ESQ;VAL_LARGURA_FAIXA_DIR;NUM_LATITUDE_PONTO_CENTRAL;NUM_LONGITUDE_PONTO_CENTRAL;TAG_INVASAO_FAIXA_CENTRAL;VAL_COMPRIMENTO_VAO;VAL_DIF_GRAD_VAO;VAL_DIF_GRAD_CABO;NUM_ALTITUDE_ORT_PONTO_CENTRAL;NUM_ALTITUDE_GEO_PONTO_CENTRAL;OBJECTID;TAG_ATIVO;VAL_TENSAO
VLTS03013-0;Vão entre T11 e T12;;ESTR12505-4;-18.8470894558;-41.9846849957;229.244003296;218.204003296;ESTRUTURA 11;ESTR12506-2;;;183.229995728;172.189995728;11;ESTRUTURA 12;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.8486710894;-41.9838403962;0;393.132372724;15.04683811;13.48324571;187.675003052;176.635003052;2386991;1;
VLTS03012-2;Vão entre T10 e T11;;ESTR12504-7;-18.8437175499;-41.9864902773;276.394012451;265.354012451;ESTRUTURA 10;ESTR12505-4;;;229.244003296;218.204003296;10;ESTRUTURA 11;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.8454035029;-41.9855876365;0;419.286462951;21.22796812;18.25410407;237.06300354;226.02300354;2386992;1;
VLTS03011-4;Vão entre T9 e T10;;ESTR12503-9;-18.8381695481;-41.9851169627;274.622009277;263.582009277;ESTRUTURA 9;ESTR12504-7;;;276.394012451;265.354012451;9;ESTRUTURA 10;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.840943549;-41.98580362;0;631.469588363;16.42960924;15.84747834;177.835998535;166.795998535;2386993;1;
VLTS03010-6;Vão entre T8 e T9;;ESTR12502-1;-18.834277285;-41.9845169104;303.554992676;292.524992676;ESTRUTURA 8;ESTR12503-9;;;274.622009277;263.582009277;8;ESTRUTURA 9;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.8362234165;-41.9848169366;0;435.82148525;10.40953829;8.476634222;287.971984863;276.931984863;2386994;1;
VLTS03009-8;Vão entre T7 e T8;;ESTR12501-3;-18.8291906775;-41.9837299701;302.742004395;291.712004395;ESTRUTURA 7;ESTR12502-1;;;303.554992676;292.524992676;7;ESTRUTURA 8;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.8317339813;-41.9841234402;0;569.596484546;9.881728865;6.730201554;298.970001221;287.940001221;2386995;1;
VLTS03008-0;Vão entre T6 e T7;;ESTR12500-5;-18.8228318615;-41.9822985414;267.161987305;256.141987305;ESTRUTURA 6;ESTR12501-3;;;302.742004395;291.712004395;6;ESTRUTURA 7;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.8260112695;-41.9830142557;0;720.457876212;16.77016727;16.09296147;220.347000122;209.317000122;2386996;1;
VLTS03007-2;Vão entre T5 e T6;;ESTR12499-0;-18.8211992625;-41.9819139964;270.812011719;259.792011719;ESTRUTURA 5;ESTR12500-5;;;267.161987305;256.141987305;5;ESTRUTURA 6;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.822015562;-41.9821062689;0;185.35967811;9.507470307;3.283345438;267.687988281;256.667988281;2386997;1;
VLTS03006-4;Vão entre T4 e T5;;ESTR12498-2;-18.8201103216;-41.9809983811;266.92199707;255.90199707;ESTRUTURA 4;ESTR12499-0;;;270.812011719;259.792011719;4;ESTRUTURA 5;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.820654792;-41.9814561888;0;154.542561869;27.25269928;17.42755075;247.848999023;236.828999023;2386998;1;
VLTS03005-6;Vão entre T3 e T4;;ESTR12497-4;-18.8157459129;-41.9773180617;201.824996948;190.814996948;ESTRUTURA 3;ESTR12498-2;;;266.92199707;255.90199707;3;ESTRUTURA 4;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.8179281173;-41.9791582214;0;620.100943012;13.04190906;12.72954114;196.611999512;185.591999512;2386999;1;
VLTS03004-9;Vão entre T2 e T3;;ESTR12496-6;-18.812457193;-41.9745494018;193.981002808;182.971002808;ESTRUTURA 2;ESTR12497-4;;;201.824996948;190.814996948;2;ESTRUTURA 3;MT-L-39739;LT G. Valadares 6 - G.Valadares 2 230KV;49;49;-18.814101553;-41.9759337317;0;466.968781866;3.403440656;2.977714854;190.419998169;179.409998169;2387000;1;
