VAL_ALTURA;COD_ID_CABO;COD_ID_PART_CABO;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;COD_ESTRUTURA_FIM_SAP;COD_LT_SAP;NUM_ALTITUDE_PTO_MEDIO_VAO;NUM_LONGITUDE_PTO_MEDIO_VAO;NUM_ALTITUDE_ORT_CB_MED;NUM_ALTITUDE_GEO_CB_ME;VAL_DISTANCIA_PTO_MEDIO;NUM_LATITUDE_PT_MI_VAO;NUM_LONGITUDE_PT_MI_VAO;NUM_ALTITUDE_ORT_CB_MI;NUM_ALTITUDE_GEO_CB_MI;VAL_DISTANCIA_PTO_MIN;NUM_LATITUDE_PT_MA_VAO;NUM_LONGITUDE_PT_MA_VAO;NUM_ALTITUDE_ORT_CB_MA;NUM_ALTITUDE_GEO_CB_MA;VAL_DISTANCIA_PTO_MAX;NUM_ID_SEQUENCIA;ID_CABO;NOM_LT_SAP;OBJECTID;TAG_ATIVO
;12488564;0;ESTR09888-9;-19.59056276;-43.03270112;679.745;670.095;-19.58771492;-43.03337944;681.377;671.727;ESTR09889-7;MT-L-30466;-19.58913884;-43.03304028;642.583;632.933;642.583;-19.5904926661;-43.0327178179;679.184021;669.534021;15.26397705;-19.589759527;-43.0328924438;641.0949707;631.4449707;47.17901611;28;24210;;6334283;1
;12488565;0;ESTR09888-9;-19.59056242;-43.03267839;679.585;669.935;-19.58769953;-43.03335846;680.992;671.342;ESTR09889-7;MT-L-30466;-19.58913098;-43.03301843;642.495;632.845;642.495;-19.5905448362;-43.032682564;679.7390137;670.0890137;20.45196533;-19.5897349244;-43.0328749596;640.8540039;631.2040039;55.25201416;28;24211;;6334284;1
;12488566;0;ESTR09888-9;-19.5905617;-43.0326303;677.632;667.982;-19.58765718;-43.03330075;680.461;670.811;ESTR09889-7;MT-L-30466;-19.58910944;-43.03296553;642.251;632.601;642.251;-19.5878806065;-43.0332491755;679.1090088;669.4590088;15.26196289;-19.5897700291;-43.0328130445;641.5709839;631.9209839;46.79003906;28;24212;;6334285;1
;12488567;0;ESTR09888-9;-19.59056071;-43.0325641;674.527;664.877;-19.58760408;-43.03322839;680.193;670.543;ESTR09889-7;MT-L-30466;-19.5890824;-43.03289625;642.28;632.63;642.28;-19.5878315168;-43.0331772896;679.5969849;669.9469849;14.71002197;-19.5897857489;-43.0327382162;641.3629761;631.7129761;47.05102539;28;24213;;6334286;1
;12488568;0;PORT00145-3;-19.70307761;-43.04728849;640.951;631.541;-19.7035043;-43.04723381;659.64;650.23;ESTR09747-7;MT-L-30466;-19.70329095;-43.04726115;651.105;641.695;651.105;-19.7032123524;-43.0472712218;648.0059814;638.5959814;12.38000488;-19.7035042958;-43.0472338084;659.6400146;650.2300146;17.27600098;0;24214;;6334287;1
;12488569;0;PORT00145-3;-19.70306602;-43.04722031;640.624;631.214;-19.70350795;-43.04718091;659.6;650.19;ESTR09747-7;MT-L-30466;-19.70328698;-43.04720061;651.702;642.292;651.702;-19.7032154136;-43.0472069871;648.8660278;639.4560278;12.01196289;-19.7035079471;-43.0471809058;659.5999756;650.1899756;17.44104004;0;24215;;6334288;1
;12488570;0;PORT00145-3;-19.70307414;-43.04733338;640.736;631.326;-19.70350953;-43.04732102;659.627;650.217;ESTR09747-7;MT-L-30466;-19.70329184;-43.0473272;650.315;640.905;650.315;-19.7030909492;-43.0473329062;641.5709839;632.1609839;18.42498779;-19.7035095309;-43.0473210211;659.6270142;650.2170142;23.05200195;0;24216;;6334289;1
;12488571;0;PORT00145-3;-19.70350281;-43.047287;659.593;650.183;-19.70308584;-43.0473557;641.647;632.237;ESTR09747-7;MT-L-30466;-19.70329433;-43.04732135;650.517;641.107;650.517;-19.7030864168;-43.0473556011;641.6740112;632.2640112;12.42401123;-19.7035028099;-43.0472870001;659.5930176;650.1830176;17.38000488;0;24217;;6334290;1
;12488572;0;ESTR09747-7;-19.70307038;-43.04728891;640.47;631.06;-19.70082251;-43.04757823;615.661;606.241;ESTR09748-5;MT-L-30466;-19.70194644;-43.04743357;598.24;588.83;598.24;-19.7030703781;-43.047288912;640.4699707;631.0599707;13.97802734;-19.7020181875;-43.0474243365;594.3439941;584.9339941;47.90002441;1;24218;;6334291;1
;12488573;0;ESTR09747-7;-19.70306233;-43.04722098;640.348;630.938;-19.70081466;-43.0475102;616.511;607.091;ESTR09748-5;MT-L-30466;-19.70193849;-43.04736559;599.818;590.408;599.818;-19.7030623255;-43.0472209831;640.3480225;630.9380225;14.10095215;-19.7020101581;-43.0473563698;596.2420044;586.8320044;45.97698975;1;24219;;6334292;1
