VAL_ALTURA;COD_ID_CABO;COD_ID_PART_CABO;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;COD_ESTRUTURA_FIM_SAP;COD_LT_SAP;NUM_ALTITUDE_PTO_MEDIO_VAO;NUM_LONGITUDE_PTO_MEDIO_VAO;NUM_ALTITUDE_ORT_CB_MED;NUM_ALTITUDE_GEO_CB_ME;VAL_DISTANCIA_PTO_MEDIO;NUM_LATITUDE_PT_MI_VAO;NUM_LONGITUDE_PT_MI_VAO;NUM_ALTITUDE_ORT_CB_MI;NUM_ALTITUDE_GEO_CB_MI;VAL_DISTANCIA_PTO_MIN;NUM_LATITUDE_PT_MA_VAO;NUM_LONGITUDE_PT_MA_VAO;NUM_ALTITUDE_ORT_CB_MA;NUM_ALTITUDE_GEO_CB_MA;VAL_DISTANCIA_PTO_MAX;NUM_ID_SEQUENCIA;ID_CABO;NOM_LT_SAP;OBJECTID;TAG_ATIVO
;12492602;0;ESTR02546-0;-19.1202071375;-42.6678473231;;;-19.1201174036;-42.667282208;355.131;343.921;PORT00005-9;MT-L-30170;-19.120094;-42.66757875;356.173;344.963;25.66621376;-19.12001993;-42.66730567;355.131012;343.921;15.21697998;-19.12009026;-42.66756498;355.2770081;344.067;25.84799194;97;28248;;6338321;1
;12492603;0;ESTR02546-0;-19.1202071375;-42.6678473231;;;-19.1201174036;-42.667282208;354.992;343.782;PORT00005-9;MT-L-30170;-19.12011228;-42.66757658;356.27;345.06;23.73686587;-19.12014873;-42.66775498;373.1809998;361.971;14.92001343;-19.12010667;-42.66754917;354.8240051;343.614;24.06900024;97;28249;;6338322;1
;12492604;0;ESTR02546-0;-19.1202071375;-42.6678473231;;;-19.1201174036;-42.667282208;354.963;343.753;PORT00005-9;MT-L-30170;-19.12012975;-42.6675699;355.887;344.677;21.60179039;-19.1201563;-42.66776203;373.32901;362.119;10.77099609;-19.12012671;-42.66754784;354.9219971;343.712;21.90200806;97;28250;;6338323;1
;12492605;0;ESTR02546-0;-19.1202071375;-42.6678473231;;;-19.1201174036;-42.667282208;355.057;343.847;PORT00005-9;MT-L-30170;-19.12018548;-42.66754495;355.37;344.16;26.86221135;-19.12014383;-42.66727667;355.0570068;343.847;15.30700684;-19.12018686;-42.66755381;355.6700134;344.46;27.03097534;97;28251;;6338324;1
;12492606;0;ESTR02546-0;-19.1202071375;-42.6678473231;;;-19.1201174036;-42.667282208;355.048;343.838;PORT00005-9;MT-L-30170;-19.12020341;-42.66754265;355.431;344.221;24.45413185;-19.12017964;-42.6672731;355.0480042;343.838;15.29199219;-19.12020298;-42.66753787;355.2179871;344.008;24.46401978;97;28252;;6338325;1
;12492607;0;ESTR02546-0;-19.1202071375;-42.6678473231;;;-19.1201174036;-42.667282208;355.044;343.834;PORT00005-9;MT-L-30170;-19.12022131;-42.66754145;355.482;344.272;22.15171785;-19.12022533;-42.66772918;371.8779907;360.668;12.49401855;-19.12022106;-42.66752962;354.9580078;343.748;22.29800415;97;28253;;6338326;1
;12492608;0;ESTR02546-0;-19.1202071375;-42.6678473231;;;-19.1201174036;-42.667282208;355.059;343.849;PORT00005-9;MT-L-30170;-19.12022948;-42.66753889;355.424;344.214;31.42374338;-19.12024074;-42.66726017;355.0589905;343.849;20.82699585;-19.12022953;-42.66753764;355.3770142;344.167;31.4079895;97;28254;;6338327;1
;12492609;0;ESTR02531-2;-19.4367944632;-42.5563541655;;;-19.4344888053;-42.5558178755;255.307;244.267;ESTR02530-4;MT-L-30170;-19.43563002;-42.55612173;255.923;244.893;16.20588136;-19.4358619;-42.55617498;256.0400085;245.01;15.81100464;-19.43448131;-42.55585791;255.3070068;244.267;25.27600098;2;28255;;6338328;1
;12492610;0;ESTR02531-2;-19.4367944632;-42.5563541655;;;-19.4344888053;-42.5558178755;255.194;244.154;ESTR02530-4;MT-L-30170;-19.4356544;-42.55604904;256.19;245.16;15.95099997;-19.43591423;-42.55610905;256.3380127;245.308;15.51699829;-19.4344956;-42.55578139;255.1940002;244.154;25.40899658;2;28256;;6338329;1
;12492611;0;ESTR02531-2;-19.4367944632;-42.5563541655;;;-19.4344888053;-42.5558178755;255.217;244.177;ESTR02530-4;MT-L-30170;-19.43564199;-42.55608579;256.244;245.214;19.65542423;-19.43575541;-42.55611197;256.3129883;245.283;19.39102173;-19.43448847;-42.55581957;255.2169952;244.177;29.1900177;2;28257;;6338330;1
