VAL_ALTURA;COD_ID_CABO;COD_ID_PART_CABO;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;COD_ESTRUTURA_FIM_SAP;COD_LT_SAP;NUM_ALTITUDE_PTO_MEDIO_VAO;NUM_LONGITUDE_PTO_MEDIO_VAO;NUM_ALTITUDE_ORT_CB_MED;NUM_ALTITUDE_GEO_CB_ME;VAL_DISTANCIA_PTO_MEDIO;NUM_LATITUDE_PT_MI_VAO;NUM_LONGITUDE_PT_MI_VAO;NUM_ALTITUDE_ORT_CB_MI;NUM_ALTITUDE_GEO_CB_MI;VAL_DISTANCIA_PTO_MIN;NUM_LATITUDE_PT_MA_VAO;NUM_LONGITUDE_PT_MA_VAO;NUM_ALTITUDE_ORT_CB_MA;NUM_ALTITUDE_GEO_CB_MA;VAL_DISTANCIA_PTO_MAX;NUM_ID_SEQUENCIA;ID_CABO;NOM_LT_SAP;OBJECTID;TAG_ATIVO
;12492524;0;ESTR05458-5;-19.43858681;-42.55604482;255.56;244.53;-19.43898971;-42.55652699;271.289;260.259;ESTR05459-3;MT-L-30399;-19.43878826;-42.5562859;264.221;253.191;28.48998117;-19.43882217;-42.55632648;266.0079956;254.9779956;27.94699097;-19.43859867;-42.55605902;255.7610016;244.7310016;31.84599304;10;28170;;6338243;1
;12492525;0;ESTR05458-5;-19.43858002;-42.55603661;255.82;244.79;-19.43898825;-42.55652479;271.249;260.219;ESTR05459-3;MT-L-30399;-19.43878413;-42.5562807;264.015;252.985;34.12207785;-19.43885043;-42.55635998;267.25;256.22;33.39199829;-19.43859189;-42.5560508;255.6660004;244.6360004;37.32200623;10;28171;;6338244;1
;12492526;0;ESTR05459-3;-19.43905625;-42.55652341;272.281;261.251;-19.43952606;-42.55709407;273.557;262.527;PORT00077-8;MT-L-30399;-19.43929116;-42.55680874;273.49;262.46;31.65013639;-19.43952606;-42.55709407;273.5570068;262.5270068;22.96499634;-19.43905625;-42.55652341;272.2810059;261.2510059;45.61999512;11;28172;;6338245;1
;12492527;0;ESTR05459-3;-19.43906795;-42.55651897;272.352;261.322;-19.43949619;-42.5571042;273.489;262.459;PORT00077-8;MT-L-30399;-19.43928207;-42.55681159;273.471;262.441;21.39468873;-19.43949619;-42.5571042;273.4890137;262.4590137;17.35198975;-19.43906795;-42.55651897;272.3519897;261.3219897;29.4460144;11;28173;;6338246;1
;12492528;0;ESTR05459-3;-19.43906732;-42.5565193;272.35;261.32;-19.43941358;-42.55716373;273.513;262.483;PORT00077-8;MT-L-30399;-19.43924045;-42.55684151;273.505;262.475;26.61325939;-19.43941358;-42.55716373;273.5130005;262.4830005;17.3670044;-19.43906732;-42.5565193;272.3500061;261.3200061;40.40100098;11;28174;;6338247;1
;12492529;0;ESTR05459-3;-19.43900495;-42.55655405;271.738;260.708;-19.43927079;-42.55724407;273.408;262.378;PORT00077-8;MT-L-30399;-19.43913787;-42.55689906;273.488;262.458;26.97930453;-19.43927079;-42.55724407;273.4079895;262.3779895;17.82400513;-19.43900495;-42.55655405;271.7380066;260.7080066;41.06799316;11;28175;;6338248;1
;12492530;0;ESTR05453-6;-19.43162549;-42.54337656;267.559;256.519;-19.43207752;-42.54346393;267.151;256.111;ESTR05454-4;MT-L-30399;-19.4318515;-42.54342025;267.313;256.273;14.66185506;-19.43179203;-42.54340875;267.7000122;256.6600122;14.36099243;-19.43207752;-42.54346393;267.151001;256.111001;15.90499878;5;28176;;6338249;1
;12492531;0;ESTR05453-6;-19.4316271;-42.54337714;267.551;256.511;-19.43208351;-42.54346644;267.21;256.17;ESTR05454-4;MT-L-30399;-19.4318553;-42.54342179;267.243;256.203;20.1346976;-19.43179525;-42.54341004;267.7030029;256.6630029;19.75601196;-19.43208351;-42.54346644;267.2099915;256.1699915;21.45599365;5;28177;;6338250;1
;12492532;0;ESTR05453-6;-19.43162199;-42.54337658;267.555;256.515;-19.43208339;-42.54346753;267.23;256.19;ESTR05454-4;MT-L-30399;-19.43185269;-42.54342205;267.288;256.248;26.20855528;-19.43179937;-42.54341154;267.7049866;256.6649866;25.83599854;-19.4320591;-42.54346274;267.0620117;256.0220117;27.04598999;5;28178;;6338251;1
;12492533;0;ESTR05453-6;-19.43162669;-42.54338731;267.384;256.344;-19.43209382;-42.54346247;267.29;256.25;ESTR05454-4;MT-L-30399;-19.43186025;-42.54342489;267.195;256.155;31.35778521;-19.43179879;-42.543415;267.7550049;256.7150049;30.8710022;-19.43209041;-42.54346192;267.2529907;256.2129907;32.26300049;5;28179;;6338252;1
