VAL_ALTURA;COD_ID_CABO;COD_ID_PART_CABO;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;COD_ESTRUTURA_FIM_SAP;COD_LT_SAP;NUM_ALTITUDE_PTO_MEDIO_VAO;NUM_LONGITUDE_PTO_MEDIO_VAO;NUM_ALTITUDE_ORT_CB_MED;NUM_ALTITUDE_GEO_CB_ME;VAL_DISTANCIA_PTO_MEDIO;NUM_LATITUDE_PT_MI_VAO;NUM_LONGITUDE_PT_MI_VAO;NUM_ALTITUDE_ORT_CB_MI;NUM_ALTITUDE_GEO_CB_MI;VAL_DISTANCIA_PTO_MIN;NUM_LATITUDE_PT_MA_VAO;NUM_LONGITUDE_PT_MA_VAO;NUM_ALTITUDE_ORT_CB_MA;NUM_ALTITUDE_GEO_CB_MA;VAL_DISTANCIA_PTO_MAX;NUM_ID_SEQUENCIA;ID_CABO;NOM_LT_SAP;OBJECTID;TAG_ATIVO
;12504661;0;ESTR03152-6;-19.9557068219;-47.571092293;652.33;643.84;-19.9556411152;-47.5685765859;674.542;666.062;ESTR03153-4;MT-L-30206;-20.0121007962;-48.2087922356;506.445;497.655;12.984;-20.0122697598;-48.2090631756;505.802001953;497.012001953;12.617;-20.0111776291;-48.2073119233;511.00201416;502.21201416;30.088;187;40307;;6350380;1
;12504662;0;ESTR03152-6;-19.95563117;-47.5710945482;651.687;643.197;-19.9555716882;-47.5685704728;674.072;665.592;ESTR03153-4;MT-L-30206;-19.9916028099;-48.1120691958;525.685;516.865;9.127;-19.9916156734;-48.1122197149;525.914978027;517.094978027;9.062;-19.9914347132;-48.1101023885;522.460021973;513.640021973;28.213;187;40308;;6350381;1
;12504663;0;ESTR03153-4;-19.9555717243;-47.568570476;674.073;665.593;-19.9561016691;-47.5656908608;659.969;651.489;ESTR03154-2;MT-L-30206;-19.9916791705;-48.1120619165;525.884;517.064;8.599;-19.9916855183;-48.1121365288;526.197021484;517.377021484;8.343;-19.9915118215;-48.1100950341;522.820007324;514.000007324;27.64;188;40309;;6350382;1
;12504664;0;ESTR03200-3;-20.0167037132;-48.2161685001;476.035;467.255;-20.0147652906;-48.213061811;487.76;478.98;ESTR03201-1;MT-L-30206;-19.991142821;-48.1075916181;516.757;507.937;15.163;-19.9912224401;-48.1085227075;520.322021484;511.502021484;12.039;-19.9909274709;-48.1050735453;535.169006348;526.349006348;33.127;16;40310;;6350383;1
;12504665;0;ESTR03200-3;-20.0165771804;-48.2162568444;474.78;466;-20.0146385049;-48.2131504199;488.689;479.909;ESTR03201-1;MT-L-30206;-19.991219516;-48.107584289;515.664;506.844;16.516;-19.9912941782;-48.1084579154;520.367980957;511.547980957;11.979;-19.9910042884;-48.1050661905;534.632995605;525.812995605;33.97;16;40311;;6350384;1
;12504666;0;ESTR03200-3;-20.0166405756;-48.2162125824;475.706;466.926;-20.0147019347;-48.2131060896;487.909;479.129;ESTR03201-1;MT-L-30206;-19.9912961399;-48.1075769668;517.084;508.264;14.754;-19.9913724284;-48.1084701592;520.448974609;511.628974609;11.671;-19.9910810391;-48.1050588422;534.065002441;525.245002441;34.216;16;40312;;6350385;1
;12504667;0;ESTR03201-1;-20.0147650471;-48.2130619812;487.761;478.981;-20.0130243175;-48.2102723064;501.737;492.947;ESTR03202-9;MT-L-30206;-19.990775413;-48.1032886655;545.5;536.68;12.038;-19.9907334717;-48.1027964988;548.057983398;539.237983398;11.35;-19.9909275041;-48.1050735421;535.169006348;526.349006348;33.188;17;40313;;6350386;1
;12504668;0;ESTR03201-1;-20.0146384303;-48.213150472;488.689;479.909;-20.0128978933;-48.2103605918;501.17;492.38;ESTR03202-9;MT-L-30206;-19.9908516677;-48.1032813613;545.258;536.438;12.481;-19.9908274716;-48.1029981861;546.603027344;537.783027344;11.95;-19.9910041637;-48.1050662025;534.633972168;525.813972168;33.999;17;40314;;6350387;1
;12504669;0;ESTR03201-1;-20.0147018211;-48.213106169;487.909;479.129;-20.0129611006;-48.2103164524;501.651;492.861;ESTR03202-9;MT-L-30206;-19.9909277046;-48.1032740779;544.453;535.633;13.054;-19.9908921026;-48.1028578677;546.539978027;537.729978027;12.412;-19.9910803651;-48.1050589067;534.073974609;525.253974609;34.223;17;40315;;6350388;1
;12504670;0;ESTR03202-9;-20.0130239484;-48.2102725641;501.737;492.947;-20.0111776291;-48.2073119233;511.002;502.212;ESTR03203-7;MT-L-30206;-19.9950538329;-48.1533927023;548.719;539.899;8.618;-19.9950654261;-48.1535285018;549.653991699;540.833991699;8.416;-19.9949229597;-48.1518597822;539.95300293;531.13300293;20.299;18;40316;;6350389;1
