VAL_ALTURA;COD_ID_CABO;COD_ID_PART_CABO;COD_ESTRUTURA_INI_SAP;NUM_LATITUDE_ESTRUTURA_INI;NUM_LONGITUDE_ESTRUTURA_INI;NUM_ALTITUDE_ORT_ESTRUTURA_INI;NUM_ALTITUDE_GEO_ESTRUTURA_INI;NUM_LATITUDE_ESTRUTURA_FIM;NUM_LONGITUDE_ESTRUTURA_FIM;NUM_ALTITUDE_ORT_ESTRUTURA_FIM;NUM_ALTITUDE_GEO_ESTRUTURA_FIM;COD_ESTRUTURA_FIM_SAP;COD_LT_SAP;NUM_ALTITUDE_PTO_MEDIO_VAO;NUM_LONGITUDE_PTO_MEDIO_VAO;NUM_ALTITUDE_ORT_CB_MED;NUM_ALTITUDE_GEO_CB_ME;VAL_DISTANCIA_PTO_MEDIO;NUM_LATITUDE_PT_MI_VAO;NUM_LONGITUDE_PT_MI_VAO;NUM_ALTITUDE_ORT_CB_MI;NUM_ALTITUDE_GEO_CB_MI;VAL_DISTANCIA_PTO_MIN;NUM_LATITUDE_PT_MA_VAO;NUM_LONGITUDE_PT_MA_VAO;NUM_ALTITUDE_ORT_CB_MA;NUM_ALTITUDE_GEO_CB_MA;VAL_DISTANCIA_PTO_MAX;NUM_ID_SEQUENCIA;ID_CABO;NOM_LT_SAP;OBJECTID;TAG_ATIVO
;12513593;0;ESTR01865-5;-19.7557576789;-43.9977808478;734.7069702;727.81697;-19.7550788112;-43.9926994526;744.7940063;737.894006;ESTR01866-3;MT-L-30120;-19.75541826;-43.99524014;718.0289917;711.138992;25.51710358;-19.75554704;-43.99620408;724.4329834;717.542983;20.34002686;-19.75508799;-43.99276816;742.0839844;735.183984;33.70300293;34;49239;;6359312;1
;12513594;0;ESTR01865-5;-19.7556476849;-43.9977921604;735.460022;728.570022;-19.7549684678;-43.9927232967;743.617981;736.717981;ESTR01866-3;MT-L-30120;-19.75530809;-43.99525772;717.6610107;710.761011;26.00866751;-19.75537573;-43.99576247;722.9500122;716.060012;20.45397949;-19.75496847;-43.9927233;743.617981;736.717981;33.74401856;34;49240;;6359313;1
;12513595;0;ESTR01865-5;-19.7555373105;-43.9978106155;736.9439697;730.05397;-19.7548634116;-43.9927503224;742.3590088;735.459009;ESTR01866-3;MT-L-30120;-19.75520038;-43.99528046;717.0050049;710.105005;27.02557124;-19.75526693;-43.99578016;722.9559937;716.055994;20.73498535;-19.75486341;-43.99275032;742.3590088;735.459009;35.29400635;34;49241;;6359314;1
;12513596;0;ESTR01864-8;-19.7560400126;-43.9998273089;754.8250122;747.935012;-19.7557534563;-43.9977832871;734.78302;727.89302;ESTR01865-5;MT-L-30120;-19.75589674;-43.9988053;743.5549927;736.664993;21.88523644;-19.75594268;-43.99913304;755.184021;748.294021;12.67999268;-19.75575346;-43.99778329;734.78302;727.89302;28.98797607;33;49242;;6359315;1
;12513597;0;ESTR01864-8;-19.7559223262;-43.9998408379;753.1870117;746.297012;-19.7556441478;-43.997795475;735.5449829;728.654983;ESTR01865-5;MT-L-30120;-19.75578324;-43.99881816;742.7890015;735.899002;22.68411809;-19.75583031;-43.99916426;755.348999;748.458999;12.5579834;-19.75564415;-43.99779548;735.5449829;728.654983;27.92602539;33;49243;;6359316;1
;12513598;0;ESTR01864-8;-19.7558171807;-43.9998584688;751.6779785;744.787979;-19.7555397974;-43.9978113672;736.9879761;730.097976;ESTR01865-5;MT-L-30120;-19.75567849;-43.99883492;748.6199951;741.729995;16.84395872;-19.7557077;-43.9990505;753.7479858;746.857986;13.20098877;-19.7555398;-43.99781137;736.9879761;730.097976;26.59204102;33;49244;;6359317;1
;12513599;0;;-19.8226244608;-44.1027166872;939.9819946;933.381995;-19.8227712958;-44.1013631962;946.7810059;940.181006;;MT-L-30120;-19.82269788;-44.10203994;941.0209961;934.420996;27.13449985;-19.82264557;-44.10252208;940.3209839;933.720984;23.71398926;-19.8227713;-44.1013632;946.7810059;940.181006;36.44799805;0;49245;;6359318;1
;12513600;0;;-19.8224903165;-44.1027047845;939.8510132;933.251013;-19.8225578187;-44.1013439193;950.2509766;943.650977;;MT-L-30120;-19.82252407;-44.10202435;940.9390259;934.339026;27.27135683;-19.8224973;-44.10256401;940.164978;933.564978;24.05401611;-19.82254153;-44.1016724;941.6519775;935.051978;32.90002441;0;49246;;6359319;1
;12513601;0;;-19.8225577016;-44.1027107636;939.8909912;933.290991;-19.8226655469;-44.1013536471;948.0960083;941.496008;;MT-L-30120;-19.82261163;-44.10203221;941.0250244;934.425024;27.10554159;-19.82256863;-44.10257329;940.1790161;933.579016;23.8659668;-19.82266555;-44.10135365;948.0960083;941.496008;35.05096436;0;49247;;6359320;1
;12513602;0;ESTR01832-5;-19.8225621065;-44.1013443065;950.1719971;943.571997;-19.8227091424;-44.0995654844;945.322998;938.722998;ESTR01833-3;MT-L-30120;-19.82263563;-44.1004549;928.1459961;921.545996;41.79563427;-19.82268733;-44.0998294;942.6970215;936.097022;29.49200439;-19.8226308;-44.1005133;928.1220093;921.522009;42.08496094;1;49248;;6359321;1
;12513603;0;ESTR01832-5;-19.8226657608;-44.1013536664;948.0930176;941.493018;-19.8228144746;-44.0995375703;944.1970215;937.597022;ESTR01833-3;MT-L-30120;-19.82274012;-44.10044562;932.4420166;925.842017;37.2267289;-19.82280935;-44.09960019;943.960022;937.360022;30.875;-19.82271977;-44.1006941;932.3569946;925.756995;38.96899414;1;49249;;6359322;1
;12513604;0;ESTR01832-5;-19.8227716268;-44.1013632261;946.776001;940.176001;-19.822920596;-44.0995094469;940.7620239;934.162024;ESTR01833-3;MT-L-30120;-19.82284611;-44.10043634;928.90802;922.30802;40.52429459;-19.82291304;-44.09960343;941.4780273;934.878027;32.88598633;-19.82285208;-44.10036208;928.4459839;921.845984;40.77398682;1;49250;;6359323;1
;12513605;0;ESTR01833-3;-19.8227113602;-44.0995648967;945.302002;938.702002;-19.8220001716;-44.098342913;934.7009888;928.100989;ESTR01834-1;MT-L-30120;-19.82235577;-44.0989539;942.5130005;935.913001;22.70708335;-19.82239255;-44.09901711;943.3449707;936.744971;22.49902344;-19.82271136;-44.0995649;945.302002;938.702002;30.93096924;2;49251;;6359324;1
;12513606;0;ESTR01833-3;-19.8228173955;-44.0995367962;944.0440063;937.444006;-19.8220463244;-44.0982921339;933.6929932;927.092993;ESTR01834-1;MT-L-30120;-19.82243186;-44.09891446;941.0650024;934.465002;27.986466;-19.82252492;-44.09906468;943.1939697;936.59397;26.53900146;-19.82204632;-44.09829213;933.6929932;927.092993;39.44903564;2;49252;;6359325;1
;12513607;0;ESTR01833-3;-19.8229243973;-44.0995084395;940.6190186;934.019019;-19.8220939703;-44.098239712;932.4299927;925.829993;ESTR01834-1;MT-L-30120;-19.82250918;-44.09887407;939.927002;933.327002;25.21367679;-19.82256634;-44.0989614;940.9089966;934.308997;25.09802246;-19.8229244;-44.09950844;940.6190186;934.019019;35.59997559;2;49253;;6359326;1
;12513608;0;ESTR01834-1;-19.8220002481;-44.0983428288;934.7000122;928.100012;-19.8192519521;-44.0966652186;913.7249756;907.114976;ESTR01835-8;MT-L-30120;-19.8206261;-44.09750402;922.0910034;915.491003;15.9490698;-19.82050287;-44.0974288;920.934021;914.334021;15.7869873;-19.82200025;-44.09834283;934.7000122;928.100012;30.75799561;3;49254;;6359327;1
;12513609;0;ESTR01834-1;-19.8220469531;-44.0982914422;933.6810303;927.08103;-19.8193065754;-44.0965684366;915.3439941;908.733994;ESTR01835-8;MT-L-30120;-19.82067677;-44.09742993;921.0880127;914.488013;20.78132777;-19.81958764;-44.09674515;916.9749756;910.364976;16.71099854;-19.82204695;-44.09829144;933.6810303;927.08103;39.84796143;3;49255;;6359328;1
;12513610;0;ESTR01834-1;-19.8220938629;-44.0982398302;932.4349976;925.834998;-19.8193617106;-44.0964707474;915.4569702;908.84697;ESTR01835-8;MT-L-30120;-19.82072779;-44.09735528;919.7369995;913.137;18.03387522;-19.82005492;-44.0969196;917.7999878;911.199988;15.13299561;-19.82209386;-44.09823983;932.4349976;925.834998;33.08599854;3;49256;;6359329;1
;12513611;0;ESTR01835-8;-19.8193619152;-44.0964703849;915.4569702;908.84697;-19.8159242258;-44.0943015669;910.7999878;904.179988;ESTR01836-6;MT-L-30120;-19.81764307;-44.09538596;891.3460083;884.736008;22.73109953;-19.81650865;-44.09467027;906.4219971;899.801997;14.82000732;-19.81802894;-44.0956294;891.4470215;884.837022;23.87194824;4;49257;;6359330;1
;12513612;0;ESTR01835-8;-19.8192525;-44.0966642477;913.7349854;907.124985;-19.8158121948;-44.0944998558;913.7769775;907.156978;ESTR01836-6;MT-L-30120;-19.81753235;-44.09558204;891.3469849;884.736985;22.78964832;-19.81642799;-44.09488726;911.0200195;904.40002;9.848999024;-19.8177771;-44.09573602;891.4550171;884.845017;23.24298096;4;49258;;6359331;1
;12513613;0;ESTR01835-8;-19.8193069675;-44.0965677417;915.3540039;908.744004;-19.8158681917;-44.0944007444;912.1329956;905.512996;ESTR01836-6;MT-L-30120;-19.81758758;-44.09548423;891.3449707;884.734971;22.74476806;-19.81648369;-44.09478861;908.7719727;902.151973;12.06201172;-19.81790978;-44.09568727;891.3660278;884.756028;23.62695313;4;49259;;6359332;1
;12513614;0;ESTR01836-6;-19.8159245312;-44.0943010263;910.7869873;904.166987;-19.8141880009;-44.0932079199;923.8359985;917.215999;ESTR01837-4;MT-L-30120;-19.81505627;-44.09375447;909.3889771;902.768977;24.73853687;-19.81559463;-44.09409336;912.9279785;906.307979;18.27001953;-19.81509826;-44.09378091;908.8920288;902.272029;24.8739624;5;49260;;6359333;1
;12513615;0;ESTR01836-6;-19.8158685223;-44.0944001593;912.1270142;905.507014;-19.8141320246;-44.0933070209;924.3469849;917.726985;ESTR01837-4;MT-L-30120;-19.81500027;-44.09385359;910.3079834;903.687983;23.79206681;-19.81558522;-44.09422182;914.1119995;907.492;16.96899414;-19.81504229;-44.09388004;909.7139893;903.093989;24.02502441;5;49261;;6359334;1
;12513616;0;ESTR01836-6;-19.8158125102;-44.0944992977;913.7709961;907.150996;-19.8140764517;-44.0934054076;924.3040161;917.684016;ESTR01837-4;MT-L-30120;-19.81494448;-44.09395235;911.447998;904.827998;22.70538955;-19.81554481;-44.09433062;915.9530029;909.333003;15.13000488;-19.81501748;-44.09399835;910.3729858;903.752986;23.1630249;5;49262;;6359335;1
;12513617;0;ESTR01837-4;-19.8141884566;-44.093207113;923.8300171;917.210017;-19.8122136053;-44.0919616791;922.7520142;916.122014;ESTR01838-2;MT-L-30120;-19.81320103;-44.09258439;911.3629761;904.732976;25.75892237;-19.8130238;-44.09247262;925.335022;918.705022;11.32995605;-19.81331473;-44.0926561;910.9349976;904.304998;26.68499756;6;49263;;6359336;1
;12513618;0;ESTR01837-4;-19.8141324928;-44.0933061919;924.3480225;917.728023;-19.8121570985;-44.0920616667;922.322998;915.692998;ESTR01838-2;MT-L-30120;-19.8131448;-44.09268393;911.5889893;904.958989;25.50072234;-19.81293266;-44.09255028;924.3850098;917.75501;12.2130127;-19.81322749;-44.09273603;910.9769897;904.34699;26.45599365;6;49264;;6359337;1
;12513619;0;ESTR01837-4;-19.8140768045;-44.0934047831;924.3010254;917.681025;-19.8121016287;-44.0921598194;921.5020142;914.872014;ESTR01838-2;MT-L-30120;-19.81308922;-44.0927823;911.6610107;905.031011;25.50626969;-19.81286131;-44.09263865;923.5609741;916.930974;13.09503174;-19.81314088;-44.09281486;911.1569824;904.526982;26.21600342;6;49265;;6359338;1
;12513620;0;ESTR01838-2;-19.8121576113;-44.0920607594;922.3309937;915.700994;-19.809720414;-44.0905254038;911.9910278;905.351028;ESTR01839-0;MT-L-30120;-19.81093901;-44.09129308;912.164978;905.524978;13.79849723;-19.81032454;-44.09090598;913.0689697;906.42897;13.08905029;-19.80972041;-44.0905254;911.9910278;905.351028;18.97998047;7;49266;;6359339;1
;12513621;0;ESTR01838-2;-19.8122136798;-44.0919615473;922.7529907;916.122991;-19.8097761365;-44.09042687;911.6859741;905.045974;ESTR01839-0;MT-L-30120;-19.81099491;-44.0911942;913.0839844;906.443984;12.8617809;-19.81127616;-44.09137128;914.9089966;908.278997;12.5300293;-19.80977614;-44.09042687;911.6859741;905.045974;19.30999756;7;49267;;6359340;1
;12513622;0;ESTR01838-2;-19.8121015673;-44.0921599281;921.5;914.87;-19.8096642869;-44.0906246528;911.6049805;904.964981;ESTR01839-0;MT-L-30120;-19.81088293;-44.09139228;911.0100098;904.37001;14.9870063;-19.81022674;-44.09097894;913.0640259;906.424026;13.29498291;-19.80966429;-44.09062465;911.6049805;904.964981;19.36999512;7;49268;;6359341;1
;12513623;0;ESTR01839-0;-19.809776436;-44.0904263403;911.6879883;905.047988;-19.8066818346;-44.0884760106;877.6779785;871.027979;ESTR01840-8;MT-L-30120;-19.80822914;-44.08945117;881.4119873;874.761987;20.87705559;-19.80963066;-44.09033446;912.0490112;905.409011;14.88500977;-19.80688306;-44.08860283;875.1779785;868.527979;26.72601318;8;49269;;6359342;1
;12513624;0;ESTR01839-0;-19.8097205036;-44.0905252453;911.9890137;905.349014;-19.8066260315;-44.0885749447;879.2670288;872.617029;ESTR01840-8;MT-L-30120;-19.80817327;-44.08955009;881.934021;875.284021;20.35056886;-19.8096204;-44.09046215;913.2219849;906.581985;14.94500732;-19.80681177;-44.088692;876.0869751;869.436975;25.93603516;8;49270;;6359343;1
;12513625;0;ESTR01839-0;-19.809664493;-44.0906242883;911.6060181;904.966018;-19.8065702832;-44.0886737813;882.2490234;875.599023;ESTR01840-8;MT-L-30120;-19.80811739;-44.08964903;881.1849976;874.534998;21.13443002;-19.80737633;-44.08918188;887.0219727;880.371973;12.25201416;-19.80678699;-44.08881039;876.9979858;870.347986;24.78900147;8;49271;;6359344;1
;12513626;0;ESTR01840-8;-19.8066260332;-44.0885749416;879.2670288;872.617029;-19.8042589556;-44.0870827962;877.3389893;870.678989;ESTR01841-6;MT-L-30120;-19.8054425;-44.08782886;870.6929932;864.032993;21.9957863;-19.80504879;-44.08758068;878.4459839;871.785984;14.41802979;-19.80554537;-44.08789371;867.9199829;861.259983;25.0380249;9;49272;;6359345;1
;12513627;0;ESTR01840-8;-19.8065704681;-44.0886734534;882.2349854;875.584985;-19.8042030789;-44.0871818481;878.0510254;871.391025;ESTR01841-6;MT-L-30120;-19.80538677;-44.08792765;872.3939819;865.733982;20.3121406;-19.80528789;-44.08786534;880.3649902;873.70499;12.20202637;-19.80550516;-44.08800223;868.4869995;861.827;24.54302979;9;49273;;6359346;1
;12513628;0;ESTR01840-8;-19.8066818799;-44.0884759304;877.6790161;871.029016;-19.8043147202;-44.086983943;875.4069824;868.746982;ESTR01841-6;MT-L-30120;-19.8054983;-44.08772993;869.1010132;862.441013;23.60896252;-19.80513561;-44.08750134;876.8010254;870.141025;16.01098633;-19.80532184;-44.08761871;866.0410156;859.381016;26.51300049;9;49274;;6359347;1
;12513629;0;ESTR01841-6;-19.8042588428;-44.0870829963;877.3430176;870.683018;-19.8005132941;-44.0847227593;876.3510132;869.671013;ESTR01842-4;MT-L-30120;-19.80238607;-44.08590286;854.5900269;847.920027;20.06058848;-19.80312699;-44.08636975;866.9500122;860.280012;12.15197754;-19.80395308;-44.08689032;863.7340088;857.074009;28.35998535;10;49275;;6359348;1
;12513630;0;ESTR01841-6;-19.8042028578;-44.0871822401;878.0430298;871.38303;-19.8004574525;-44.0848216685;874.8670044;868.187004;ESTR01842-4;MT-L-30120;-19.80233016;-44.08600194;856.53302;849.86302;18.00739112;-19.80313274;-44.08650778;868.6359863;861.965986;11.05401611;-19.80391781;-44.08700258;864.3740234;857.714023;28.14898682;10;49276;;6359349;1
;12513631;0;ESTR01841-6;-19.8043147263;-44.0869839322;875.4069824;868.746982;-19.8005690882;-44.0846239341;877.1599731;870.479973;ESTR01842-4;MT-L-30120;-19.80244191;-44.08580392;854.8889771;848.218977;19.69405429;-19.80322922;-44.08629998;866.4559937;859.785994;13.10998535;-19.80396852;-44.0867658;862.4550171;855.795017;28.82000732;10;49277;;6359350;1
