VAL_ALTURA;COD_ESTRUTURA_SAP;NOM_ESTRUTURA_SAP;COD_LT_SAP;NOM_LT_SAP;NUM_LATITUDE;NUM_LONGITUDE;NUM_ALTITUDE_ORT;NUM_ALTITUDE_GEO;NUM_ID_SEQUENCIA;NUM_QTD_CIRCUITOS;TAG_ATIVO;DES_TIP_ESTRUTURA;DES_CARACTERISTICA1;DES_CARACTERISTICA2;DES_TIP_CIRCUITO;DES_DISPOSICAO_FASES_CIRCUITO_A;OBJECTID;Custom
23.983985352;PORT00015-8;Pórtico Inicial;MT-L-30769;;-20.0124399915;-47.4375012061;538.751;530.621;0;0;1;;;;;;1615019;Pórtico Inicial : 
28.683980469;ESTR09624-8;ESTRUTURA 001;MT-L-30769;;-20.0121532218;-47.4366656423;530.296;522.166;1;0;1;TB;Ancoragem;Autoportante;Circuito Simples;Triangular;1615020;ESTRUTURA 001 : 
28.396003906;ESTR09625-5;ESTRUTURA 002;MT-L-30769;;-20.0103337851;-47.4346358694;520.083;511.953;2;0;1;VA;Suspensão;Estaiada;Circuito Simples;Horizontal;1615021;ESTRUTURA 002 : 
36.468993652;ESTR09626-3;ESTRUTURA 003;MT-L-30769;;-20.0079902713;-47.4320077103;515.987;507.857;3;0;1;VA;Suspensão;Estaiada;Circuito Simples;Horizontal;1615022;ESTRUTURA 003 : 
25.134987305;ESTR09627-1;ESTRUTURA 004;MT-L-30769;;-20.0052675211;-47.4289564544;518.027;509.887;4;0;1;VA;Suspensão;Estaiada;Circuito Simples;Horizontal;1615023;ESTRUTURA 004 : 
25.195970215;ESTR09628-9;ESTRUTURA 005;MT-L-30769;;-20.0037775016;-47.4272888831;518.636;510.496;5;0;1;VA;Suspensão;Estaiada;Circuito Simples;Horizontal;1615024;ESTRUTURA 005 : 
18.291010742;ESTR09629-7;ESTRUTURA 006;MT-L-30769;;-20.0019848935;-47.4252919894;514.37;506.23;6;0;1;TA;Ancoragem;Autoportante;Circuito Simples;Horizontal;1615025;ESTRUTURA 006 : 
42.190981445;ESTR09630-5;ESTRUTURA 007;MT-L-30769;;-20.0016422301;-47.4242250468;515.94;507.8;7;0;1;SA ;Suspensão;Autoportante;Circuito Simples;Horizontal;1615026;ESTRUTURA 007 : 
42.173010254;ESTR09631-3;ESTRUTURA 008;MT-L-30769;;-20.0010604172;-47.4224721167;515.6;507.47;8;0;1;SA ;Suspensão;Autoportante;Circuito Simples;Horizontal;1615027;ESTRUTURA 008 : 
39.830004883;ESTR09632-1;ESTRUTURA 009;MT-L-30769;;-19.9998239245;-47.4186533711;517.05;508.92;9;0;1;VB;Suspensão;Estaiada;Circuito Simples;Horizontal;1615028;ESTRUTURA 009 : 
