VAL_ALTURA;COD_ESTRUTURA_SAP;NOM_ESTRUTURA_SAP;COD_LT_SAP;NOM_LT_SAP;NUM_LATITUDE;NUM_LONGITUDE;NUM_ALTITUDE_ORT;NUM_ALTITUDE_GEO;NUM_ID_SEQUENCIA;NUM_QTD_CIRCUITOS;TAG_ATIVO;DES_TIP_ESTRUTURA;DES_CARACTERISTICA1;DES_CARACTERISTICA2;DES_TIP_CIRCUITO;DES_DISPOSICAO_FASES_CIRCUITO_A;OBJECTID;Custom
29.303993896;ESTR12506-2;ESTRUTURA 12;MT-L-39739;;-18.850252723;-41.9829957966;183.229995728;172.189995728;12;1;1;G6AT;Ancoragem;Autoportante;Circuito Simples;Triangular;1604660;ESTRUTURA 12 : 
36.757985352;ESTR12505-4;ESTRUTURA 11;MT-L-39739;;-18.8470894558;-41.9846849957;229.244003296;218.204003296;11;1;1;G6SL;Suspensão;Autoportante;Circuito Simples;Triangular;1604661;ESTRUTURA 11 : 
27.531010986;ESTR12504-7;ESTRUTURA 10;MT-L-39739;;-18.8437175499;-41.9864902773;276.394012451;265.354012451;10;1;1;G6AT;Ancoragem;Autoportante;Circuito Simples;Triangular;1604662;ESTRUTURA 10 : 
36.826010498;ESTR12503-9;ESTRUTURA 9;MT-L-39739;;-18.8381695481;-41.9851169627;274.622009277;263.582009277;9;1;1;G6AA;Ancoragem;Autoportante;Circuito Simples;Triangular;1604663;ESTRUTURA 9 : 
42.39000293;ESTR12502-1;ESTRUTURA 8;MT-L-39739;;-18.834277285;-41.9845169104;303.554992676;292.524992676;8;1;1;G6SL;Suspensão;Autoportante;Circuito Simples;Triangular;1604664;ESTRUTURA 8 : 
38.250005859;ESTR12501-3;ESTRUTURA 7;MT-L-39739;;-18.8291906775;-41.9837299701;302.742004395;291.712004395;7;1;1;G6AA;Ancoragem;Autoportante;Circuito Simples;Triangular;1604665;ESTRUTURA 7 : 
29.175003418;ESTR12500-5;ESTRUTURA 6;MT-L-39739;;-18.8228318615;-41.9822985414;267.161987305;256.141987305;6;1;1;G6SL;Suspensão;Autoportante;Circuito Simples;Triangular;1604666;ESTRUTURA 6 : 
26.939006348;ESTR12499-0;ESTRUTURA 5;MT-L-39739;;-18.8211992625;-41.9819139964;270.812011719;259.792011719;5;1;1;G6AA;Ancoragem;Autoportante;Circuito Simples;Triangular;1604667;ESTRUTURA 5 : 
42.346007324;ESTR12498-2;ESTRUTURA 4;MT-L-39739;;-18.8201103216;-41.9809983811;266.92199707;255.90199707;4;1;1;G6SL;Suspensão;Autoportante;Circuito Simples;Triangular;1604668;ESTRUTURA 4 : 
38.934993774;ESTR12497-4;ESTRUTURA 3;MT-L-39739;;-18.8157459129;-41.9773180617;201.824996948;190.814996948;3;1;1;G6SL;Suspensão;Autoportante;Circuito Simples;Triangular;1604669;ESTRUTURA 3 : 
32.910994141;ESTR12496-6;ESTRUTURA 2;MT-L-39739;;-18.812457193;-41.9745494018;193.981002808;182.971002808;2;1;1;G6SL;Suspensão;Autoportante;Circuito Simples;Triangular;1604670;ESTRUTURA 2 : 
31.345006226;ESTR12495-8;ESTRUTURA 1;MT-L-39739;;-18.8116410445;-41.9738399152;197.259994507;186.259994507;1;1;1;JCAT;Ancoragem;Autoportante;Circuito Simples;Vertical;1604671;ESTRUTURA 1 : 
26.913995972;PORT00117-2;Portico G.Valad 6;MT-L-39739;;-18.8108173776;-41.973428127;196.88999939;185.88999939;0;1;1;;;;;;1604672;Portico G.Valad 6 : 
38.246;ESTR12507-0;ESTRUTURA 13;MT-L-39739;;-18.8507433748;-41.9819673528;178.089996338;167.049996338;13;1;1;G6AT;Ancoragem;Autoportante;Circuito Simples;Triangular;1604673;ESTRUTURA 13 : 
39.932;ESTR12508-8;ESTRUTURA 14;MT-L-39739;;-18.850208499;-41.9810605494;175.414993286;164.374993286;14;1;1;G6AT;Ancoragem;Autoportante;Circuito Simples;Triangular;1604674;ESTRUTURA 14 : 
25.768;PORT00090-1;Portico G.Valad 2;MT-L-39739;;-18.8499803686;-41.9804008385;177.220993042;166.180993042;15;1;1;;;;;;1604675;Portico G.Valad 2 : 
