VAL_ALTURA;COD_ESTRUTURA_SAP;NOM_ESTRUTURA_SAP;COD_LT_SAP;NOM_LT_SAP;NUM_LATITUDE;NUM_LONGITUDE;NUM_ALTITUDE_ORT;NUM_ALTITUDE_GEO;NUM_ID_SEQUENCIA;NUM_QTD_CIRCUITOS;TAG_ATIVO;DES_TIP_ESTRUTURA;DES_CARACTERISTICA1;DES_CARACTERISTICA2;DES_TIP_CIRCUITO;DES_DISPOSICAO_FASES_CIRCUITO_A;OBJECTID;Custom
26.032;PORT00066-1;Pórtico Final;MT-L-30206;;-20.0191764031;-47.439013958;578.037;569.917;229;1;1;;;;;;1609820;Pórtico Final : 
17.824;ESTR03044-5;ESTRUTURA 222;MT-L-30206;;-20.0197798977;-47.4396942745;574.821;566.711;228;1;1;DX1-A;Ancoragem;Autoportante;Circuito Simples;Horizontal;1609821;ESTRUTURA 222 : 
17.665;ESTR03043-7;ESTRUTURA 221;MT-L-30206;;-20.0193749251;-47.4411268646;569.848;561.728;227;1;1;EX1;Ancoragem;Autoportante;Circuito Simples;Horizontal;1609822;ESTRUTURA 221 : 
27.175;ESTR03042-9;ESTRUTURA 220;MT-L-30206;;-20.0182010867;-47.4430522657;564.99;556.87;226;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609823;ESTRUTURA 220 : 
25.01;ESTR03041-1;ESTRUTURA 219;MT-L-30206;;-20.016200468;-47.4463081568;561.324;553.184;225;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609824;ESTRUTURA 219 : 
20.507;ESTR03040-3;ESTRUTURA 218;MT-L-30206;;-20.0146637203;-47.448801084;575.63;567.49;224;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609825;ESTRUTURA 218 : 
18.627;ESTR03039-5;ESTRUTURA 217;MT-L-30206;;-20.0133933225;-47.4508769188;587.925;579.775;223;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609826;ESTRUTURA 217 : 
24.016;ESTR03038-7;ESTRUTURA 216;MT-L-30206;;-20.0121835564;-47.452844804;593.8;585.64;222;1;1;BX1;Suspensão;Autoportante;Circuito Simples;Horizontal;1609827;ESTRUTURA 216 : 
29.169;ESTR03037-9;ESTRUTURA 215;MT-L-30206;;-20.010142575;-47.4551997472;589.278;581.108;221;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609828;ESTRUTURA 215 : 
26.268;ESTR03036-1;ESTRUTURA 214;MT-L-30206;;-20.0075765217;-47.4581595442;587.025;578.845;220;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609829;ESTRUTURA 214 : 
26.235;ESTR03212-8;ESTRUTURA 213;MT-L-30206;;-20.0051690509;-47.4609349358;593.152;584.962;219;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609830;ESTRUTURA 213 : 
29.841;ESTR03035-3;ESTRUTURA 212;MT-L-30206;;-20.0024817405;-47.464038161;618.69;610.48;218;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609831;ESTRUTURA 212 : 
30.931;ESTR03034-6;ESTRUTURA 211;MT-L-30206;;-19.9995766902;-47.4673853153;611.261;603.041;217;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609832;ESTRUTURA 211 : 
36.411;ESTR03033-8;ESTRUTURA 210A;MT-L-30206;;-19.9969295292;-47.4704363593;615.827;607.587;216;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609833;ESTRUTURA 210A : 
28.913;ESTR03180-7;ESTRUTURA 209;MT-L-30206;;-19.9942046183;-47.4735806083;623.308;615.058;215;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609834;ESTRUTURA 209 : 
28.138;ESTR03179-9;ESTRUTURA 208;MT-L-30206;;-19.9924650267;-47.4755883133;628.262;620.002;214;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609835;ESTRUTURA 208 : 
32.628;ESTR03178-1;ESTRUTURA 207A;MT-L-30206;;-19.9888537899;-47.4797510238;569.7;561.42;213;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609836;ESTRUTURA 207A : 
26.018;ESTR03177-3;ESTRUTURA 206;MT-L-30206;;-19.9863766036;-47.4826043747;571.545;563.255;212;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609837;ESTRUTURA 206 : 
26.185;ESTR03176-5;ESTRUTURA 205;MT-L-30206;;-19.9843817693;-47.4849058664;568.171;559.871;211;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609838;ESTRUTURA 205 : 
27.289;ESTR03175-7;ESTRUTURA 204;MT-L-30206;;-19.9818461409;-47.4878256205;552.454;544.144;210;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609839;ESTRUTURA 204 : 
29.026;ESTR03174-0;ESTRUTURA 203;MT-L-30206;;-19.9794997854;-47.4905283987;540.682;532.362;209;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609840;ESTRUTURA 203 : 
29.25;ESTR03173-2;ESTRUTURA 202;MT-L-30206;;-19.9769678698;-47.4934483361;528.606;520.276;208;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609841;ESTRUTURA 202 : 
47.812;ESTR03172-4;ESTRUTURA 201;MT-L-30206;;-19.9741083645;-47.4967396324;516.62;508.28;207;1;1;BX1;Suspensão;Autoportante;Circuito Simples;Horizontal;1609842;ESTRUTURA 201 : 
48.378;ESTR03171-6;ESTRUTURA 200;MT-L-30206;;-19.9706282644;-47.5007569031;512.927;504.577;206;1;1;BX1;Suspensão;Autoportante;Circuito Simples;Horizontal;1609843;ESTRUTURA 200 : 
24.324;ESTR03170-8;ESTRUTURA 199;MT-L-30206;;-19.9675859419;-47.504258516;547.63;539.27;205;1;1;DX1-A;Ancoragem;Autoportante;Circuito Simples;Horizontal;1609844;ESTRUTURA 199 : 
22.948;ESTR03169-0;ESTRUTURA 198;MT-L-30206;;-19.9670592395;-47.5071132795;563.13;554.76;204;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609845;ESTRUTURA 198 : 
36.958;ESTR03168-2;ESTRUTURA 197A;MT-L-30206;;-19.9659609903;-47.5130193597;674.107;665.727;203;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609846;ESTRUTURA 197A : 
29.878;ESTR03167-4;ESTRUTURA 196;MT-L-30206;;-19.9652914194;-47.5166299249;735.974;727.584;202;1;1;DX1;Ancoragem;Autoportante;Circuito Simples;Horizontal;1609847;ESTRUTURA 196 : 
26.725;ESTR03166-6;ESTRUTURA 195;MT-L-30206;;-19.9644348119;-47.5212462761;618.123;609.723;201;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609848;ESTRUTURA 195 : 
32.024;ESTR03165-8;ESTRUTURA 194;MT-L-30206;;-19.963756871;-47.5248930181;574.881;566.481;200;1;1;BTX1;Suspensão;Autoportante;Circuito Simples;Horizontal;1609849;ESTRUTURA 194 : 
32.442;ESTR03164-1;ESTRUTURA 193;MT-L-30206;;-19.9632564207;-47.527576877;559.831;551.421;199;1;1;BTX1;Suspensão;Autoportante;Circuito Simples;Horizontal;1609850;ESTRUTURA 193 : 
35.649;ESTR03163-3;ESTRUTURA 192A;MT-L-30206;;-19.9625981003;-47.5311345695;531.008;522.588;198;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609851;ESTRUTURA 192A : 
24.701;ESTR03162-5;ESTRUTURA 191;MT-L-30206;;-19.961839903;-47.5351636708;536.239;527.819;197;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609852;ESTRUTURA 191 : 
28.844;ESTR03161-7;ESTRUTURA 190;MT-L-30206;;-19.9611677166;-47.5387770838;539.32;530.89;196;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609853;ESTRUTURA 190 : 
25.672;ESTR03160-9;ESTRUTURA 189;MT-L-30206;;-19.9603799203;-47.5430861063;585.343;576.903;195;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609854;ESTRUTURA 189 : 
30.296;ESTR03159-1;ESTRUTURA 188A;MT-L-30206;;-19.9597410455;-47.5464370392;652.302;643.852;194;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609855;ESTRUTURA 188A : 
30.021;ESTR03158-3;ESTRUTURA 187;MT-L-30206;;-19.9591675259;-47.5496042257;655.488;647.038;193;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609856;ESTRUTURA 187 : 
24.743;ESTR03157-5;ESTRUTURA 186;MT-L-30206;;-19.9583130044;-47.5542070066;632.999;624.539;192;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609857;ESTRUTURA 186 : 
29.216;ESTR03156-7;ESTRUTURA 185;MT-L-30206;;-19.9577369024;-47.5573104022;627.381;618.911;191;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609858;ESTRUTURA 185 : 
26.027;ESTR03155-9;ESTRUTURA 184;MT-L-30206;;-19.9567015623;-47.5628812647;637.548;629.078;190;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609859;ESTRUTURA 184 : 
28.238;ESTR03154-2;ESTRUTURA 183A;MT-L-30206;;-19.9561741397;-47.5657060591;660.261;651.781;189;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609860;ESTRUTURA 183A : 
23.56;ESTR03153-4;ESTRUTURA 182;MT-L-30206;;-19.955637528;-47.5685763;674.5;666.02;188;1;1;CX1-A;Suspensão;Autoportante;Circuito Simples;Horizontal;1609861;ESTRUTURA 182 : 
27.794;ESTR03152-6;ESTRUTURA 181A;MT-L-30206;;-19.9557067702;-47.5710922668;652.331;643.841;187;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609862;ESTRUTURA 181A : 
24.285;ESTR03151-8;ESTRUTURA 180;MT-L-30206;;-19.9557860305;-47.5741644127;620.466;611.976;186;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609863;ESTRUTURA 180 : 
30.276;ESTR03150-0;ESTRUTURA 179;MT-L-30206;;-19.9559015287;-47.5785831644;596.394;587.894;185;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609864;ESTRUTURA 179 : 
31.539;ESTR03149-2;ESTRUTURA 178A;MT-L-30206;;-19.9560039098;-47.5825549381;607.579;599.079;184;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609865;ESTRUTURA 178A : 
30.094;ESTR03148-4;ESTRUTURA 177;MT-L-30206;;-19.9560993985;-47.586271745;613.987;605.477;183;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609866;ESTRUTURA 177 : 
29.026;ESTR03147-6;ESTRUTURA 176;MT-L-30206;;-19.9561951149;-47.5900312862;624.416;615.906;182;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609867;ESTRUTURA 176 : 
35.869;ESTR03146-8;ESTRUTURA 175A;MT-L-30206;;-19.9562879144;-47.5935920302;613.67;605.15;181;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609868;ESTRUTURA 175A : 
27.466;ESTR03145-0;ESTRUTURA 174;MT-L-30206;;-19.9563840469;-47.5974345844;585.076;576.556;180;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609869;ESTRUTURA 174 : 
30.583;ESTR03144-3;ESTRUTURA 173A;MT-L-30206;;-19.9564778237;-47.6010551743;554.404;545.884;179;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609870;ESTRUTURA 173A : 
27.914;ESTR03143-5;ESTRUTURA 172;MT-L-30206;;-19.9565786859;-47.605076154;537.062;528.532;178;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609871;ESTRUTURA 172 : 
36.735;ESTR03142-7;ESTRUTURA 171A;MT-L-30206;;-19.9567240325;-47.6106845749;546.222;537.682;177;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609872;ESTRUTURA 171A : 
20.544;ESTR03141-9;ESTRUTURA 170;MT-L-30206;;-19.956801579;-47.613694959;561.589;553.049;176;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609873;ESTRUTURA 170 : 
26.671;ESTR03140-1;ESTRUTURA 169;MT-L-30206;;-19.9568818428;-47.6168445208;557.139;548.599;175;1;1;AX3;Suspensão;Autoportante;Circuito Simples;Horizontal;1609874;ESTRUTURA 169 : 
29.827;ESTR03139-3;ESTRUTURA 168;MT-L-30206;;-19.9569981447;-47.6212799344;573.73;565.18;174;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609875;ESTRUTURA 168 : 
34.979;ESTR12693-8;ESTRUTURA 167A;MT-L-30206;;-19.9570873514;-47.6248088449;574.456;565.906;173;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609876;ESTRUTURA 167A : 
31.31;ESTR03137-7;ESTRUTURA 166;MT-L-30206;;-19.9572085793;-47.629538633;581.669;573.109;172;1;1;AX4;Suspensão;Autoportante;Circuito Simples;Horizontal;1609877;ESTRUTURA 166 : 
